T1,T2
1.0666,1.3
16.133,16.433
20.716,20.999
24.166,24.532
26.916,27.316
32.966,33.216
33.982,34.399
39.832,40.115
42.015,42.382
42.882,43.265
50.015,50.315
68.731,69.181
79.831,80.047
81.297,81.564
83.164,83.514
88.197,88.597
95.68,95.897
100.86,101.33
103.43,103.7
106.33,106.68
115.51,116
115.68,116
124.05,124.3
150.91,151.31
153.04,153.51
160.08,160.46
160.99,161.26
163.43,163.71
173.76,174.24
177.46,177.74
189.69,189.91
192.03,192.43
193.24,193.54
194.78,195.19
197.86,198.19
200.23,200.58
201.28,201.46
208.18,208.34
212.36,212.73
213.39,213.79
215.81,216.23
218.54,218.73
220.68,221.04
236.29,236.78
240.49,240.76
249.66,250.09
251.09,251.41
261.61,261.79
282.24,282.47
287.11,287.37
288.72,289.07
291.22,291.72
293.01,293.29
