TIME,G2R_RED,G3R_RED,G4R_RED,G5R_RED,G2L_RED,G3L_RED,G4L_RED,G5L_RED,G2R_GREEN,G3R_GREEN,G4R_GREEN,G5R_GREEN,G2L_GREEN,G3L_GREEN,G4L_GREEN,G5L_GREEN,V_LAT,V_FWD,V_ANG,HEADING,AIR,W_AIR,ODOR_BINARY,ODOR_PID
0.0,1437.493,1348.4429,923.327,636.173,1392.3885,1663.6289,1111.2273,486.4191,1732.5199,4268.751,1998.1461,877.1032,1874.5024,5356.3174,2939.9856,791.2609,0.010870740856984534,0.027562070020202,0.016175666991443766,-40.65049844545692,-37.23093084312825,-48.220198196307535,0.0,
0.1,1529.9834,1404.7759,969.9078,659.3397,1423.0515,1731.8142,1120.4103,478.0782,2023.4622,4553.7266,2100.5166,918.8506,2152.6465,5687.4204,2950.8628,810.7408,0.013572313783763201,0.005818008783685068,0.012517205461852034,-44.154967498171544,-42.052950662759,-37.81033849086768,0.0,
0.2,1582.8306,1495.392,1001.0527,692.8622,1451.8917,1770.8541,1135.1023,489.8391,2336.3066,4758.4365,2134.854,964.4395,2466.2451,5922.7148,2917.8086,792.0226,-0.005237558188322032,-0.003704176848336857,-0.020880942790779417,-43.48150092549656,-44.792998541301785,44.4512350478719,0.0,
0.30000000000000004,1623.9829,1501.3848,1040.6221,708.846,1484.3105,1759.7841,1177.3623,518.2357,2548.2129,5010.6973,2190.4927,986.8426,2686.3723,6010.8301,2961.8354,781.3991,-0.022299105502967643,-0.004163703443086741,-0.060971160385314596,-23.204002161918083,-33.16270365318462,155.32920905045302,0.0,
0.4,1597.3019,1563.0366,1049.6023,695.0039999999999,1507.7076,1850.1428,1181.0726,523.48,2616.7478,5002.751,2070.4778,945.579,2752.1841,5941.4341,3023.7969,797.84,-0.021139798254665332,0.012795043390759936,-0.03675188748656437,-7.252767882914668,-13.727156731211181,158.2953764767966,0.0,
0.5,1589.4824,1519.5188,1018.1739,698.1741,1463.8846,1771.3065,1207.0444,543.2035,2678.1592,4796.2876,2083.7622,902.1263,2831.5269,5834.7822,3135.9438,805.2418,-0.007488677842814186,0.03495342723595482,-0.0423806110097655,3.818601308214568,-1.5036283578253062,130.1999817369886,0.0,
0.6000000000000001,1658.5627,1505.425,1061.9827,724.8997,1491.8971,1748.7311,1214.0062,543.4279,2806.4058,4665.9072,1994.2823,980.5646,3031.9609,5765.4541,3145.6367,856.8713,-0.001110882163554567,0.03368171310785067,-0.025598332584727834,16.803492184827405,12.312839616186551,114.23375272961361,0.0,
0.7000000000000001,1659.3989,1506.8938,1041.8145,723.387,1522.9872,1768.9114,1178.3314,485.6043,3038.3606,4872.21,2013.6318,1004.8985,3248.665,5993.3003,3073.3313,893.2817,-0.013116926972412244,-0.002715426012117875,-0.026233972813473717,25.63931144196286,21.343122188097425,83.36360523910075,0.0,
0.8,1629.6108,1504.5107,1054.7067,712.3697,1571.2147,1800.9631,1174.9982,540.7548,3179.7056,5031.6206,1920.3925,978.1655,3380.0178,6057.9883,3057.8564,855.6574,0.0011477152693805165,-0.0032391213164191537,-0.0017854929725235672,30.426065715335795,28.985560664006698,37.01482751788533,0.0,
0.9,1670.0808,1526.9437,1036.931,712.7463,1549.5713,1776.5939,1208.7341,541.3643,3302.9963,4942.0913,1881.5327,923.8962,3500.3489,5969.1655,2926.3259,858.9478,-0.0034702678991379507,0.0006476956192950665,0.0005707425160342001,28.644742195758738,28.74608769167449,-4.1972081747388765,0.0,
1.0,1635.9778,1572.8643,1102.0696,701.1661,1460.0852,1713.4628,1152.9435,501.7626,3330.8777,4871.7983,1841.9136,926.0259,3415.0759,5981.6187,2822.5637,821.5061,0.005458120816042197,0.00028074464901298846,0.005038999881172716,27.38309340538362,28.146119029058923,-14.128671507277057,0.0,
1.1,1651.7249,1520.0563,1037.1031,699.6084,1490.8744,1778.915,1178.1587,536.5548,3478.7461,4871.6841,1733.5936,884.4446,3596.6824,5880.1538,2733.3784,817.4617,-0.0156543927205219,-0.02141967635260167,-1.7842954760885488e-05,25.73672255858304,25.920353390219077,26.079518742245373,0.0,
1.2000000000000002,1664.4788,1523.942,1029.0626,727.2405,1496.7665,1709.5403,1184.5552,516.5713,3631.0171,4812.2832,1686.1826,871.2509,3634.8584,5742.9038,2617.0049,811.5583,-0.0247085691999648,-0.008113086451818557,-0.08974401808010528,47.53814798356632,33.362022777508,198.9841496932555,0.0,
1.3,1666.1663,1540.9205,1078.4968,682.6961,1485.4972,1752.2665,1170.4327,536.7548,3736.2566,4772.3472,1674.0742,840.7301,3899.9539,5876.2480000000005,2532.6443,738.9826,-0.02267006135530117,0.0031224524691437837,-0.10359675208554218,80.85507075148945,65.71718332887016,271.79251790500024,0.0,
1.4000000000000001,1613.6606,1473.2428,1060.1548,728.9954,1529.2871,1715.2019,1169.8928,517.8087,3893.5488,4696.2803,1624.1907,844.2214,4061.4868,5827.4585,2474.1018,765.5487,-0.022482638377971622,0.00359991856773309,-0.018553764040063297,95.45837431447404,87.72052635850804,116.10578656252858,0.0,
1.5,1615.8357,1559.0759,1034.0667,744.7635,1531.1885,1833.1864,1149.1337,508.3774,4067.6472,4633.9775,1513.2499,887.1678,4319.5928,5791.1963,2432.3564,778.6591,-0.00046828240490096696,0.019756950278909297,0.003081355890683707,98.25742141436717,88.93834064137587,1.9850197919134875,0.0,
