T1,T2
1.2667,2.5667
3.4333,7.3
9.9667,10.683
11.683,14.067
14.1,16
18.567,23.333
25.5,26.533
28.583,33.817
36,37.717
38.45,42.683
47.017,47.767
48.333,48.833
51.917,52.467
53.067,56.983
61.617,62.183
63.117,63.617
68.833,69.917
73.483,76.267
78.883,79.883
82.033,82.817
85.883,87.667
87.7,89.3
95.083,95.933
97.417,101.77
106.08,106.6
109.2,109.78
110.7,111.33
113.77,114.38
118.87,122.53
125.53,126.83
130.28,131.07
134.07,135.32
135.37,137.73
144.67,145.35
146.95,151
155.82,156.48
157.05,157.65
162.05,162.83
166.42,166.97
167,169.63
172.53,174.5
180.92,183.5
187.02,189.52
189.55,191.05
193.58,196.2
201.48,202.82
205.7,206.43
211.58,214.77
217.33,217.93
220.97,225.38
231.72,232.22
236.78,237.27
240.1,240.65
242.9,246.42
252.02,252.77
253.57,254.45
256.08,257.13
257.52,258.25
258.28,259.5
264.93,265.6
266.08,266.82
272.57,273.23
276.47,279.27
288.47,289.47
291.73,292.77
293.77,294.65
298.52,299.38
