FACTORS,RES_VAR,F,P
None,0.032202358743162886,NaN,NaN
h_neg10_0,0.03144424263351412,3.1342810638821414,0.07900615245011162
d_h_1_4,0.03134062588905168,0.42649307907805034,0.514877012500442
d_v_1_4,0.03067675532022997,2.770026748987415,0.09849072261961454
d_v_7_10,0.030671932314219975,0.019970106773662066,0.8878445172228436
d_h_7_10,0.030652904682140953,0.07821384846941985,0.7801912756568092
