FACTORS,RES_VAR,F,P
None,0.008594439377560003,NaN,NaN
h_neg10_0,0.008555894789777158,0.16218118551905855,0.6895378087162443
d_h_1_4,0.008478258290084237,0.32049949367905295,0.5749198649754164
d_v_1_4,0.007362405276547731,5.153071725227141,0.02966122290924186
d_v_7_10,0.006800854607349249,2.7248299152763007,0.10828559800839851
d_h_7_10,0.006744590199347507,0.26694891799800347,0.6089384464204598
