FACTORS,RES_VAR,F,P
None,0.02675879834680415,NaN,NaN
h_neg10_0,0.026456634876866857,1.5761096997187394,0.2114435731058714
d_h_1_4,0.02604366509937144,2.1723846970462612,0.14280228864045863
d_v_1_4,0.02440517368604202,9.130639063644354,0.0030041504686663433
d_v_7_10,0.023673787388350062,4.17073738851788,0.043074862699152804
d_h_7_10,0.023472353909955977,1.1499522463044687,0.2854866223941727
