FACTORS,RES_VAR,F,P
None,0.03171778040701433,NaN,NaN
h_neg10_0,0.023524446988407773,12.538445780051067,0.001122656560499236
d_h_1_4,0.019617492894213613,6.970482621514253,0.012294688253985147
d_v_1_4,0.019610345953556225,0.012391213440428558,0.9120204576531012
d_v_7_10,0.018007814806508045,2.9366987844343013,0.09596801983916427
d_h_7_10,0.01770398053208343,0.5491813981588973,0.4640562249094934
