FACTORS,RES_VAR,F,P
None,0.012706332670935508,NaN,NaN
h_neg10_0,0.012703840779684908,0.027069057188790713,0.869557220048526
d_h_1_4,0.012702326997959151,0.016326779846096852,0.8985133825373218
d_v_1_4,0.01154739644939711,13.60224837631154,0.0003256056839421916
d_v_7_10,0.011543687985878561,0.043369378626347356,0.8353451654439743
d_h_7_10,0.011480908680489224,0.7327318034039781,0.3935272147643465
