FACTORS,RES_VAR,F,P
None,0.02061705190830624,NaN,NaN
h_neg10_0,0.020390232882370782,0.4115845075446789,0.5251210387147927
d_h_1_4,0.02033698933906621,0.09425031045684913,0.7606106186071045
d_v_1_4,0.02013813882576759,0.3456013500386853,0.5603880005318922
d_v_7_10,0.019346493942882247,1.3912560124623612,0.2463808920591091
d_h_7_10,0.01819373173154154,2.0908933656690847,0.15761076778688266
