FACTORS,RES_VAR,F,P
None,0.03035055485695008,NaN,NaN
h_neg10_0,0.030266946893858077,0.3812045842336842,0.5379767126859598
d_h_1_4,0.030240309194418464,0.12067881977545457,0.7288325213224542
d_v_1_4,0.02976321323453951,2.1800418534192483,0.14212240069544696
d_v_7_10,0.028704717454535147,4.978168850709663,0.027318613419178964
d_h_7_10,0.027875894326729083,3.9841699004978466,0.04795671592484514
