FACTORS,RES_VAR,F,P
None,0.054114197017264255,NaN,NaN
h_neg10_0,0.05395904626529502,0.10926302414323638,0.7428004167928818
d_h_1_4,0.052021070396124656,1.3783858466058303,0.24787800128291407
d_v_1_4,0.0323419590113449,21.904919538224693,3.9743116603351495e-05
d_v_7_10,0.03220660585843358,0.14709281607380387,0.7036490734214413
d_h_7_10,0.032159410694643654,0.04989629891211731,0.8245805127380831
