FACTORS,RES_VAR,F,P
None,0.0393970499653851,NaN,NaN
h_neg10_0,0.03877631407612483,2.20912056132382,0.1394779396681025
d_h_1_4,0.0372951315409634,5.440978458387643,0.02112637263468551
d_v_1_4,0.03583244536852057,5.551541833284524,0.019892251970377917
d_v_7_10,0.035103063708764426,2.8050692350962803,0.09628177637769737
d_h_7_10,0.03199379558117272,13.022585208441743,0.00043347127396929457
