T1,T2
1.45,9.6667
13.083,20.267
21.017,23.85
25.183,27.967
29.333,35.033
35.883,35.917
37.517,45.267
45.917,51.4
52.65,54.883
57.783,65.85
67.2,70.367
72.833,74.7
75.4,78.567
79.833,82.933
85.55,94.817
98.883,100.22
100.83,101.92
103.48,104.85
107.47,113.3
114,117.03
118.5,121.72
122.38,127.3
129.42,136.35
138.87,140.68
141.73,147.23
148.93,151.47
152.32,159.02
160.42,162.77
164.45,171.72
175.38,182.85
185.03,191.97
194.12,198.08
198.87,205.2
207.08,209.48
210.85,218.68
220.12,223.42
224.8,224.83
226.95,233.13
234.5,237.3
238.37,241.5
242.68,246.98
247.82,248.58
249.98,252.45
253.88,256.5
257.57,263.05
266.58,273.92
274.48,276.77
278.22,281.32
282.55,284.85
286.17,289.47
291.2,293.95
294.47,294.5
295.95,298.58
