T1,T2
2.6333,3.0833
3.7833,4.0667
4.8333,5.2667
6.65,7.0333
7.8667,8.35
7.9833,8.35
18.883,19.117
19.883,20.333
22.583,22.8
31.95,32.367
33.567,33.917
36.967,37.183
50.517,50.8
55.967,56.35
60.35,60.633
66.317,66.683
79.7,80.017
81.583,82.067
97.55,97.75
108.7,109.12
111.97,112.37
117.03,117.38
127.68,127.97
132.22,132.53
136.95,137.25
142.15,142.45
145.5,145.77
146.7,146.93
147.97,148.17
154.88,155.07
156,156.28
157.62,157.98
159.72,160.03
164.95,165.23
171.25,171.45
181.63,182.07
187.45,187.87
194.18,194.48
195.62,195.93
198,198.48
203.07,203.28
206.23,206.67
210.13,210.5
211.4,211.72
212.38,212.62
213.87,214.33
216.17,216.57
224.33,224.82
231.28,231.47
237.17,237.6
240.62,240.97
245.72,246.05
246.73,247.17
249.47,249.68
257.23,257.67
258.97,259.27
270.8,271.02
271.92,272.27
278.87,279.27
280.05,280.5
281.1,281.53
284.42,284.7
286.27,286.68
287.85,288.2
291.05,291.52
295.3,295.57
296.87,297.28
