Start,Stop
7.4331,14.216
15.283,21.149
22.333,32.616
33.232,34.149
35.016,35.916
39.482,55.849
56.749,59.765
63.432,69.332
70.181,72.948
74.048,76.231
79.498,83.331
83.831,84.631
85.131,86.714
87.231,89.298
90.614,100.43
101.4,101.55
102.35,114.65
115.43,121.31
122.21,122.31
122.91,123.33
123.95,129.18
131.43,139.81
140.51,142.56
143.65,151.76
154.68,159.41
160.25,163.68
164.2,176.9
179.86,185.86
186.53,186.86
187.36,187.73
189.54,194.74
195.28,195.31
196.89,196.93
198.84,203.98
204.46,205.21
208.11,215.79
216.68,222.76
223.29,223.38
224.36,224.39
225.06,225.09
225.99,228.78
229.91,236.33
237.56,238.04
239.24,245.41
247.43,256.98
257.93,258.04
258.93,262.49
263.06,263.76
264.26,273.06
273.69,273.76
274.56,274.59
275.56,281.46
282.08,288.86
290.18,290.31
290.99,292.98
293.46,293.49
294.63,294.81
295.44,299.99
