T1,T2
3.2167,3.4833
4.9167,5.1333
6.7833,7.1333
20.5,20.9
23.35,23.617
24.45,24.7
25.85,26.267
33.683,34.083
40.733,40.933
43,43.3
44.167,44.45
61.433,61.833
64.983,65.167
67.433,67.917
75.7,76.15
79.633,79.9
80.55,80.85
100,100.23
105.13,105.33
107.57,107.87
118.95,119.23
121.17,121.37
124.23,124.47
126.98,127.22
134.68,135.08
136.15,136.4
148.47,148.68
150.02,150.5
153.83,154.25
158.25,158.67
161.35,161.68
173.18,173.4
174.02,174.35
189.6,190.08
193.37,193.7
197.9,198.23
202.63,202.87
206.45,206.68
215.92,216.1
222.42,222.72
226.3,226.53
227.67,227.92
229.57,229.92
232.68,233.08
236.12,236.4
245.73,246.08
247.58,247.88
269,269.23
269.93,270.22
271.22,271.5
273.55,273.75
275.8,275.98
279.22,279.53
281.25,281.72
284.22,284.45
286.55,286.87
288.02,288.48
291.8,292.23
