T1,T2
1.3667,1.75
14.167,14.417
16.067,16.367
18.6,18.983
26.183,26.4
28.8,29.083
30.05,30.4
32.85,33.283
33.933,34.233
36.983,37.283
47.717,48
49.617,49.9
52.15,52.45
54.717,54.917
63.083,63.317
65.233,65.583
78.067,78.367
82.283,82.633
85.017,85.417
100.67,100.98
115.32,115.65
116.85,117.27
119.87,120.3
126.82,127.25
140.58,141.02
145.07,145.23
146.83,147.13
156,156.25
160.13,160.48
168.37,168.73
182.9,183.22
186.33,186.58
194.32,194.63
196,196.33
200.3,200.62
202.45,202.82
204.68,204.98
246.42,246.9
249.78,250.17
273.47,273.87
274.38,274.7
276.63,277.07
278.8,279.22
281.87,282.17
296.42,296.82
