T1,T2
3.5167,4.1833
5.1667,6.1
7.9167,9.2167
10.4,11.4
14.433,15.117
16.85,17.35
17.383,17.917
23.05,23.583
25.633,26.267
27.983,29.133
29.883,30.6
31.483,32.967
35.05,36.133
43.983,44.833
46.167,49.033
50.583,51.45
54.1,54.933
57.25,58.617
59.65,61.05
61.083,61.783
62.417,65.717
69.767,70.467
70.683,71.233
71.983,72.733
75.617,76.25
77.55,78.5
80.033,83.617
84.15,85
85.05,86.7
90.4,90.917
91.95,92.6
96.933,97.667
99.7,100.37
106.18,111.33
114.82,115.4
116.45,117.03
118.6,119.73
120.8,121.32
125.27,125.97
126.82,128.07
133.52,134.75
136.2,143.35
147.22,151.43
154.93,155.68
159.52,160.12
162.58,163.22
164.97,166.07
168.87,170.3
176.5,177.07
177.32,178.08
180.18,181.65
181.87,182.75
184.27,184.75
188.63,189.17
191.6,192.18
194.77,195.33
196.65,197.18
201.32,202.32
202.35,206
210.87,211.52
212.57,213.3
215.68,216.48
217.95,219.42
222.15,223.03
223.3,224.05
226.97,227.67
228.58,229.87
231.23,232.15
235.22,235.93
237.2,237.7
242.98,243.62
246.58,247.73
249.58,254.88
257.68,258.65
259.82,263.08
265.17,266.02
268.42,278.67
280.2,280.72
285.45,286.25
291.88,292.48
292.52,293.25
299.18,299.87
