T1,T2
17.9,18.25
20.217,20.65
21.85,22.2
30.267,30.6
33.917,34.317
36.9,37.25
39.933,40.283
49.45,49.75
59.483,59.867
68.967,69.45
73.467,73.7
77.9,78.233
79.8,80.133
101.38,101.8
105.15,105.63
107.67,107.87
109.3,109.7
116.65,117.1
128.17,128.43
138.42,138.82
144.75,145.18
149.07,149.43
150.78,151.05
156.33,156.58
160.3,160.57
173.3,173.73
176.93,177.33
192.85,193.15
195.12,195.3
206.87,207.12
213.12,213.5
221.92,222.33
223.42,223.77
225.12,225.38
232.7,232.97
233.73,234.2
241.27,241.6
244.1,244.33
248.12,248.43
252.32,252.68
260.45,260.78
269.97,270.37
272.13,272.5
278.28,278.62
282.92,283.28
285.4,285.67
