T1,T2
2.6833,3.1667
11.283,11.55
14.217,14.567
29.633,29.9
30.683,31.167
48.4,48.767
61.983,62.4
63.15,63.517
76.833,77.167
79.217,79.417
82.083,82.517
85.1,85.35
86.833,87.217
97.217,97.683
100.58,100.88
101.9,102.12
105.15,105.57
107.95,108.2
109.9,110.18
116.53,116.82
117.75,118.05
137.52,137.98
140.9,141.15
142.27,142.58
144.02,144.37
145.48,145.92
152.02,152.5
158.78,159.18
165.08,165.3
166.27,166.53
169.1,169.27
174.25,174.6
177.33,177.68
178.57,179
202.78,203.2
209.48,209.9
220.32,220.77
239.85,240.15
241.38,241.78
248.13,248.38
249.02,249.4
251.47,251.83
252.7,253.13
263.7,264.18
264.73,265.05
272.82,273.07
274.12,274.55
275.7,276.07
277.53,277.9
279.28,279.53
280.83,281.12
283.62,284
284.77,285.03
285.8,286.07
286.58,286.97
288.63,288.88
290.08,290.32
291.02,291.25
291.87,292.28
296.32,296.65
299.28,299.53
