T1,T2
0,5.85
6.4,6.4333
7.3667,9.6167
10.717,16.583
17.133,17.317
18.417,19.267
21.483,22.233
22.867,22.9
24.283,24.317
29.083,39.45
40.483,41.167
45.433,49.7
50.433,51.667
52.483,55.3
56.033,70.267
71.533,71.567
72.5,84.117
84.833,93.4
94.317,98.7
99.217,103.38
104.38,104.42
104.98,110.47
111.35,111.72
112.68,115.55
116.25,121.15
121.9,123.03
123.63,127.07
127.88,130.85
135.12,135.67
137.08,147.17
148.25,152.82
153.53,157.03
157.98,170.47
171.13,173.3
174.03,181.25
181.82,185.02
186.42,187.42
191.17,197.28
198.33,199.95
201.68,227.62
229.33,230.28
231.12,233.1
233.97,234.17
234.77,242.55
243.43,246.85
247.48,256.45
256.93,256.97
257.93,259.17
260.45,267.68
269.3,269.35
269.92,271.13
271.83,289.23
289.73,300
