T1,T2
0.86667,4.6833
9.65,15.567
21.883,25.55
31.033,35.9
37.367,41
46.683,50.467
55.1,58.05
58.583,58.7
63.967,69.467
70.417,70.45
74.367,77.7
78.267,81.433
85.867,89.8
90.4,92.65
96.717,96.75
98,102.47
107.37,111.15
111.73,111.83
112.48,112.9
116.72,121.27
123.48,123.53
125.85,128.9
129.43,132.05
136.85,140.43
145.33,149.63
154.37,161.25
161.78,161.82
162.38,162.42
166.78,170.78
171.8,176
180.55,184.38
185.17,187.58
192.37,198.25
202.8,206.67
212.5,216.68
218.05,219.87
220.65,220.68
221.42,222.35
222.88,228.45
230.27,233.23
233.73,235.27
240.43,243
243.9,246.07
246.73,249.08
253.4,256.85
257.95,257.98
258.67,261.35
262.35,264.13
265.38,267.92
268.93,269.93
271.42,274.97
275.55,280.73
281.62,282.03
282.63,282.67
283.9,283.98
285,285.03
285.6,289.9
290.38,290.55
291.9,291.95
292.48,292.68
293.23,299.88
