T1,T2
1.95,2.3167
3.9833,4.4167
7.1167,7.4167
14.283,14.55
15.35,15.7
18.75,19.017
25.5,25.967
28.533,28.867
30.2,30.517
41.55,41.933
44.033,44.183
46.75,47.033
48.133,48.517
51.233,51.65
57.65,57.983
65.433,65.783
68.6,68.85
76.717,76.983
87.8,88.083
95.833,96.167
101.8,102.25
104.23,104.5
106.55,106.92
109.4,109.77
111.68,111.95
126.38,126.7
129.78,130.22
134.85,135.02
137.85,138.03
141.93,142.27
142.93,143.37
147.37,147.57
149.73,150.22
154.27,154.58
156.9,157.07
160.52,160.78
164.57,165
168.3,168.43
181.95,182.27
188.27,188.62
192.03,192.43
202.38,202.73
203.93,204.28
209.8,210.12
212.77,213.1
214.57,214.88
219.12,219.38
225.13,225.48
228.65,228.85
231.42,231.65
234.28,234.65
235.33,235.62
236.23,236.53
240.5,240.8
243.9,244.35
247.12,247.52
249.58,250.02
252.12,252.47
255.98,256.25
257.03,257.5
259.7,259.9
263.5,263.88
268.02,268.22
269.02,269.45
270.95,271.23
272.52,272.93
277.52,277.75
278.62,278.92
279.48,279.85
285.78,286.03
287.95,288.22
289.17,289.47
290.87,291.15
293.92,294.17
298.95,299.22
