T1,T2
4.4,4.7833
7.3167,7.75
10.783,11.167
13.167,13.417
19.717,19.983
26.833,27.067
27.75,28.083
30.55,30.833
33.267,33.517
35.95,36.367
51.433,51.833
52.433,52.833
58.35,58.683
73.767,74.133
74.817,75.217
78.016,78.333
79.65,79.85
83.033,83.283
85.6,85.916
87.05,87.3
92.85,93.133
98.133,98.566
103.73,104.1
105.38,105.73
113.07,113.42
116.17,116.48
118.12,118.35
119.82,120.12
122.22,122.6
124.97,125.3
127.12,127.37
130.22,130.65
134.65,135.05
137.4,137.83
140.7,141.07
143.28,143.68
146.35,146.62
148.78,149.27
153,153.38
156.82,157.1
160.12,160.43
163.53,163.75
164.82,165.18
171.53,171.98
173.52,173.77
175.53,175.82
178.6,179.03
184.38,184.58
203.62,203.98
209.17,209.42
213.37,213.63
214.63,214.98
215.42,215.88
218.85,219.1
225.5,225.72
237.05,237.5
239.17,239.6
244.62,244.97
247.27,247.58
250.42,250.78
253.53,253.98
255.82,256.18
259.38,259.83
261.45,261.7
265.75,266.12
267.78,268.08
268.82,269.13
269.92,270.12
274.62,275.08
275.82,276.15
278.15,278.52
280.13,280.38
283.42,283.83
285.37,285.63
286.25,286.53
287.33,287.55
288.6,288.82
292.77,293.08
295.05,295.32
296.88,297.22
298.12,298.4
299.02,299.25
