T1,T2
0.78333,1.3167
9.5167,13.55
21.1,25.333
31.067,35.55
49.9,50.383
50.417,53.933
66.733,70.75
76.2,76.85
79.117,84.05
90.7,91.45
96.667,97.733
104.55,108.83
120.13,120.92
123.17,127.03
136.85,141.3
149.78,151.05
160.77,161.35
162.07,163.15
164.17,164.65
172.82,173.5
178.37,179.15
180.07,180.73
180.77,183.2
189.32,190.32
196.65,198.08
198.12,200.5
209.15,209.97
215.4,216.22
216.25,220.05
234.4,235.27
235.3,238.22
245.98,247.55
247.58,249.58
258.08,262.4
273.75,274.78
276.22,280
291.57,293.58
293.62,294.28
