Start,Stop
1.4333,2.2167
5.0667,5.35
5.95,6.8833
7.45,8.0333
11.65,12.4
13.1,13.7
14.333,16.883
17.7,20.95
22.433,23.467
24.9,32.95
33.967,35.117
35.767,36.483
37.017,39.45
40.15,42.8
43.383,44.567
45.25,46.167
46.733,47.4
48.283,51.05
51.667,58.1
59.417,63.683
64.167,64.2
66,66.65
68.85,69.217
70.917,71.15
71.65,75.8
77.333,78.117
79.033,80.817
81.433,84.633
89.167,97.167
98.65,101.63
103,103.28
103.77,106.13
106.83,108.22
110.35,110.87
111.37,116.03
116.53,118.37
120.18,122.75
124.35,125.22
127.57,133.9
134.4,136.93
137.9,139.33
139.87,141.92
142.8,148.5
149.05,150.43
152.17,156.73
157.87,159.98
160.62,161.72
163.53,167.28
168.42,169.35
170.85,170.88
173.32,174.95
175.6,177.57
178.1,178.18
179.9,182.15
183.47,184.33
186.3,188.37
188.87,190.98
191.5,191.55
192.12,196.8
201.23,203.6
205.23,205.27
208.57,211.68
212.35,214.92
215.95,217.22
217.75,218.32
219.25,219.4
221.4,227.22
228.13,231.2
232.52,233.27
233.9,238.7
239.62,240.93
242.22,242.68
243.22,244.62
245.17,246.42
247.03,257.68
258.3,258.33
258.87,261.32
262.03,276.92
278.02,293
294.12,298.98
