T1,T2
0.016667,0.88333
3.4,9.3167
9.7,14.833
14.867,16
18.183,18.7
21.25,27.483
27.9,29.55
33.433,37.517
37.55,38.883
48.05,48.533
48.567,49.917
50.283,52.867
55.583,59.233
62.7,64.2
67.45,69.167
69.35,71.133
71.167,71.65
71.767,72.85
75.95,82.7
84.933,86.267
88.7,89.3
89.367,90.55
93.3,93.9
94,99.6
104.5,107.47
107.5,110.47
111.13,111.62
111.65,116.98
117.02,119.48
122.18,128.48
132.03,137.93
140.77,141.33
141.37,147.92
150.48,153.1
153.13,154.32
157.03,158.13
158.37,168.48
168.52,172.85
173.47,174.45
178.53,179.4
180.75,183.92
187.6,188.27
188.35,188.83
188.87,189.37
191.53,192.12
195.62,196.62
198.38,199.25
199.28,204.28
207.45,208.12
208.15,209.3
212.13,212.85
212.88,213.53
213.57,214.43
214.5,216.7
219,219.63
220.15,223.05
223.08,223.85
228.58,231.45
231.67,233.63
237.17,238.02
238.05,241.37
244.68,245.37
247.32,248.68
248.82,249.53
254.85,256.5
256.53,257.58
257.62,260.45
264.37,266.93
266.97,268.08
268.12,269.42
272.45,277.77
282.68,283.63
284.67,286.43
286.47,287.33
292.52,293.18
293.22,294.15
294.45,295.38
296.02,296.52
296.73,297.83
