T1,T2
13.65,13.967
27.367,27.65
46.267,46.683
48.1,48.567
49.333,49.6
68.617,68.917
76.317,76.733
83.467,83.8
85.483,85.783
95.633,95.95
96.667,96.9
98.167,98.383
105.9,106.13
113.73,114.05
119.5,119.78
120.5,120.78
122.12,122.35
124.4,124.72
127.03,127.4
130.8,131.27
133.95,134.17
136.05,136.23
137.88,138.3
147.38,147.62
153.22,153.57
163.8,164.22
167.83,168.3
170.45,170.75
175.98,176.18
190,190.42
196.92,197.35
201.13,201.3
211.9,212.13
214.7,214.95
216.2,216.55
218.27,218.68
220,220.35
221.43,221.68
229.95,230.25
233.5,233.95
236.97,237.15
238.27,238.55
250.03,250.48
286.23,286.62
