T1,T2
1.75,5.9833
8.1167,8.7
9.0833,14.25
14.85,15.367
15.4,16.5
16.533,17.35
22.85,23.367
23.4,24.1
24.133,28.167
29.2,31.65
31.683,37.75
40.683,42.717
47.85,48.383
48.617,51.45
54.85,55.367
59.1,61.383
61.417,62.233
62.267,62.767
67.2,67.683
68.95,72.817
75.617,76.167
76.2,77.067
77.1,77.667
81.767,83.433
83.467,86.883
87.533,89.317
93.783,97.4
99.483,100.67
101.55,102.32
102.35,103.02
105.4,105.92
106.62,107.18
107.22,111.02
115.82,116.35
117.08,118.03
118.95,119.52
121.85,126.78
130.05,134.33
137.83,138.8
142.35,143.7
145.82,146.48
146.68,148.22
148.25,149.57
153.37,157.22
160.32,164.87
169.15,171.25
171.28,172.93
174.25,174.97
176.62,177.6
179.65,181.48
182.3,185.23
188.2,198.57
199.03,201.78
202.98,203.72
204.83,211.08
211.6,212.47
228.25,229.02
232.27,235.55
242.05,242.77
242.8,243.3
245.98,248.85
253.73,254.5
254.53,255.08
257.73,260.72
260.75,261.47
262.52,263.23
263.27,267.88
268.02,272.28
282.47,285.2
289.58,290.07
293.22,293.95
296.58,298.57
