T1,T2
2.1667,2.4667
5.8,6.1167
14.2,14.65
18.033,18.183
19.85,20.067
24.533,24.883
26.3,26.733
27.867,28.1
49.05,49.5
52.017,52.3
57.583,57.717
60.583,60.833
63.767,64.133
66.15,66.517
67.383,67.667
69.4,69.783
71.35,71.717
75.167,75.45
96.65,97.1
98.8,99.017
106.65,106.9
110.23,110.42
122.65,123.1
126.38,126.7
130.08,130.3
138.8,139.23
142.07,142.4
145.93,146.33
164.88,165.03
166.83,167.12
180.28,180.77
181.58,181.93
184.97,185.15
197.95,198.35
203.28,203.75
205.22,205.53
220.7,221.03
233.58,234
237.25,237.58
240.35,240.75
244.63,245.02
246,246.37
255.58,255.92
262.53,262.8
269.98,270.43
274.8,275.07
280.08,280.35
287.2,287.68
294.87,295.2
298,298.22
