T1,T2
0.83333,1.2333
9.1,9.2833
10.333,10.567
26.617,27.033
29.367,29.783
32.85,33.167
34.017,34.233
40.75,41.083
43.817,44.1
44.667,45.15
47.133,47.383
49.833,50.183
52.583,52.883
55.917,56.2
60.783,61.133
62.05,62.367
66.017,66.367
72.767,73.117
77.183,77.617
81.017,81.45
82.233,82.517
84.167,84.45
92.767,93.15
95.617,96.067
97.7,97.883
103.25,103.55
106.58,106.97
109.17,109.63
112.93,113.27
115.68,116.17
120.55,120.83
125.4,125.83
129.15,129.52
131.98,132.27
134.45,134.93
136.6,136.78
140.22,140.52
141.73,142.08
144.73,144.97
148.82,149.25
150.85,151.05
151.5,151.85
153.37,153.8
155.55,155.92
159.65,160.07
160.65,161.12
166.57,167.02
168.03,168.45
171,171.23
172.77,173
187.17,187.47
188.87,189.12
190.9,191.27
193.63,193.93
197.73,198.08
206.85,207.28
210.07,210.33
212.42,212.67
213.82,214.1
215.73,216
219.05,219.32
227.63,228.02
230.95,231.2
233.65,233.85
236.68,236.97
238.42,238.77
241.93,242.15
251.98,252.32
254.37,254.6
257.6,257.92
267.12,267.37
270.58,270.95
277.5,277.85
279.83,280.17
280.75,281
288.83,289.18
291.72,292.08
