T1,T2
7.9333,8.15
18.55,19.017
42.217,42.433
44.75,45.083
57.65,58.017
63.883,64.183
94.567,94.983
97.2,97.617
98.45,98.717
126.32,126.72
131.65,131.97
137.35,137.75
139.62,139.95
152.73,153.1
160.85,161.27
171.77,172.18
173.62,173.93
176.57,177
198.35,198.65
213.27,213.72
215.95,216.17
216.68,216.93
224.43,224.67
228.87,229.12
232.27,232.62
233.57,233.9
238.55,238.82
239.65,239.92
242.27,242.47
253.48,253.9
256.37,256.83
257.67,258.02
265.17,265.55
273.48,273.78
274.6,275.03
290.45,290.78
291.6,291.78
293.2,293.47
296.97,297.2
