T1,T2
2.8333,9.5167
22.833,29.15
35.333,36.3
43.233,43.733
43.767,49.183
61,61.583
61.617,67.083
71.95,73.717
79.5,86.933
92.65,94.267
95.417,96.2
96.25,96.833
98.417,100.25
106.57,108.77
109.3,114.87
119.55,120.78
120.82,126.42
134.97,141.12
148.1,152.93
156.53,162.75
168.22,170.65
170.85,176.18
184.53,190.45
195.33,196.6
205.05,205.73
206.5,207.82
207.85,210.22
210.27,212.22
217.87,221.1
221.25,222.3
229.82,235.25
240.92,243.15
243.18,244.38
244.42,245.48
245.52,246.33
252.37,258.35
264.35,270.35
277.88,278.55
288.92,293.78
