G2_FROM_FORVEL,G2_FROM_ABSANGVEL,G2_FROM_MOTION,G2_FROM_ABSHEADING,G3_FROM_FORVEL,G3_FROM_ABSANGVEL,G3_FROM_MOTION,G3_FROM_ABSHEADING,G4_FROM_FORVEL,G4_FROM_ABSANGVEL,G4_FROM_MOTION,G4_FROM_ABSHEADING,G5_FROM_FORVEL,G5_FROM_ABSANGVEL,G5_FROM_MOTION,G5_FROM_ABSHEADING,G2_FROM_FORVEL_CTL,G2_FROM_ABSANGVEL_CTL,G2_FROM_MOTION_CTL,G2_FROM_ABSHEADING_CTL,G3_FROM_FORVEL_CTL,G3_FROM_ABSANGVEL_CTL,G3_FROM_MOTION_CTL,G3_FROM_ABSHEADING_CTL,G4_FROM_FORVEL_CTL,G4_FROM_ABSANGVEL_CTL,G4_FROM_MOTION_CTL,G4_FROM_ABSHEADING_CTL,G5_FROM_FORVEL_CTL,G5_FROM_ABSANGVEL_CTL,G5_FROM_MOTION_CTL,G5_FROM_ABSHEADING_CTL
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0015115747019541492,-0.0003571171456159576,-0.0299265678094542,0.01445125537923817,0.0017942111879715224,0.018745204761732477,0.00101835461098731,-0.00606125731644528,-0.001988580932874302,-0.040087302362856014,0.021214719425338095,0.007396821861818875,-0.007666360743625386,0.00902016908562804,0.0045641396560349755,0.022525599743593788
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.03542395302248675,0.005155036671573739,0.04676084105549701,0.0062850205357070366,0.003079424629008936,-0.006286836432685029,0.06845485392668202,0.03287112191222705,-0.00994436754180026,0.003076736556589472,0.02514624791754157,0.011156828153447089,-0.002235465299235116,0.0008503801852709834,0.0024044492723721755,0.004520463469136204
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.04869070100901867,0.016090657609155345,-0.050772923478752736,0.06061413104892683,0.033421216982535897,0.03888636771207232,0.008563802837482079,0.02917448586900035,0.01733502317578387,0.057047076697496875,0.0013888949783666,0.028999549707313832,-0.013757639802599121,0.005276274907424969,-0.006327570861991927,-0.018552242019984344
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.016154491063794334,0.0350806133564093,-0.03195493630032841,0.00680209242934013,-0.015499581767308344,-0.014772066938310706,-0.0037196409552292613,0.026266942997693946,0.008704733242127512,0.028185423018272617,0.008847248463929555,-0.0016147880379149024,-0.002066040923298518,-0.0002527052875893032,0.0052985397692218595,0.04119847327429622
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.002892435321630069,-0.009945425464193816,0.052421306464323386,-0.006671301784742937,-0.005297465058915232,-0.007915208121385799,-0.015786351490559587,0.01709488821428057,-0.007018573766468319,-0.022354635709261446,-0.012559173400918623,0.008529250611610808,-0.015462278942594734,0.0034244554385043503,-0.016567814879128444,-0.02885044723644086
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007437526543277681,0.08475198832496846,0.053333061587193,-0.0008311722728585715,0.014456388620093942,0.0130592795397882,0.046532222174678964,-0.0031408116250948906,-0.007179931468305719,-0.07247594803499936,0.054856246977710944,0.00565799552988012,0.0060728539000335716,0.016259279248183586,0.0028156436388088874,0.01616370842823576
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007039933675410452,-0.2741853200736007,-0.11160044247839129,-0.02606336581709303,-0.05128190099912537,-0.0029133067772991856,0.04242088844275936,0.10008590526322751,0.031025533255172398,-0.32943984914612373,-0.2234909628694166,0.01944184647095065,-0.015066218054119439,-0.14974821442619396,0.021757976600785878,0.0565934943541456
