BEHAV,DAN,20180124.Fly4.3,20180124.Fly4.2,20180119.Fly10.1,20180531.Fly3.3,20180131.Fly7.3,20180131.Fly7.2,20180604.Fly8.3,20180604.Fly8.2,20180125.Fly3.3,20180125.Fly3.4,20180131.Fly9.3,20170826.Fly7.2,20170821.Fly1.1,20180604.Fly3.2,20180604.Fly3.3,20180604.Fly3.4,20180604.Fly3.1,20180530.Fly3.1,20180119.Fly7.2,20180530.Fly1.2,20180530.Fly1.1,20180530.Fly1.3,20180120.Fly1.2,20180120.Fly1.1,20180120.Fly1.3,20170826.Fly4.1,20180131.Fly1.3,20180131.Fly1.2,20180125.Fly6.1,20180131.Fly8.3,20180131.Fly8.4,20180131.Fly8.2,20180131.Fly8.1,20180119.Fly9.2,20180530.Fly5.5,20180530.Fly5.4,20180530.Fly5.2,20180530.Fly5.1,20180530.Fly5.3,20180531.Fly2.5,20170828.Fly4.3,20180201.Fly3.2,20180201.Fly3.4,20170822.Fly1.1,20170828.Fly2.2,20170828.Fly2.6,20180131.Fly4.2,20180131.Fly4.3
Motion,G2,-0.3200220162473917,-0.3122409339469885,0.12923001738955497,-0.6155890582786643,-0.21306199345486143,-0.21504875113432442,-3.227351973600536,NaN,-0.15124745489867486,-0.30062734473602704,0.001134895343035569,-0.27511330213887963,-3.4835410816186547,-0.29880019989073525,-0.11782698827581894,-0.13078819928281926,-0.2605098870611069,NaN,NaN,-0.6476995654205069,-0.274963281844947,NaN,-0.181479323052411,-0.1466592575114496,-0.46741043758536804,-0.2168689589742756,NaN,-0.26445510238316605,-0.13976633123528837,-0.5396537508404042,0.11322410194373334,-0.3498894370387109,-0.30846756062825875,NaN,-0.17869437623970108,-0.2477723719750251,-0.18562922211583355,-0.1913851010216001,-0.0954119904331614,NaN,0.0027712391789778135,-0.011707077246070785,-0.5614150736478247,-0.0946389395588727,-0.12292639079480838,NaN,-0.09170783006700245,-0.13382824232419588
Motion,G3,-0.34955650480311906,-0.2642892741310725,0.1848784006810007,-0.850956393967294,-0.2863477677064925,-0.1484998336555079,-3.9030828932908728,NaN,0.018476956235504383,-0.22931866634421194,-0.07728526028317506,-0.27134336831046957,-3.241510402831488,-0.27432395301256896,-0.2842627006167324,-0.15330994919890872,-0.13717269564851353,NaN,NaN,-0.7653927600170796,-0.1659083119881899,NaN,-0.3752288984976635,-0.1815519559620633,-0.6885495989892163,-0.03911385228346109,NaN,-0.32640738826705706,-0.13499145353037534,-0.6437740493954753,0.21767204025016862,-0.2607075692768055,-0.07064504100823554,NaN,-0.24321869404522745,-0.2958397894370499,-0.09500083948767979,-0.28649237392348637,-0.09235573319583223,NaN,-0.2614475213196328,0.04055402781145212,-1.0384262021773707,-0.0721858143687748,-0.14707561985234374,NaN,-0.1570513035988319,-0.08131889509852397
Motion,G4,-0.1586079152257287,-0.3764266146919364,0.06677486266276778,-0.7898232148657125,-0.08768377248210135,-0.14771286439840026,-3.2931189965443837,NaN,-0.19261637750141047,-0.3469320005570806,0.012560402676558668,-0.16628460807904766,-3.3766636256781464,-0.07528558073210312,-0.3599594155850607,-0.19299422005983802,-0.1831148235947231,NaN,NaN,-0.6158530240929037,-0.11996315208905073,NaN,-0.19841190972164524,-0.2060410370944079,-0.7976524412696957,0.018518018441172845,NaN,-0.33493797562836547,-0.11943685387324154,-0.7852552024812129,-0.16724111374223583,-0.3696918240983291,-0.24356694109955268,NaN,-0.05327551911596795,-0.16728992770497464,-0.2551962860457486,-0.14467240646798873,-0.08385430407114614,NaN,0.0498253066478298,-0.0853186608189127,-0.5014230076630046,-0.07826057768977712,-0.05978541760984046,NaN,-0.04942308529518713,-0.20755054962437192
Motion,G5,-0.5544697313545586,-0.270930190342783,0.2087043830170595,-0.803657001479422,-0.3617591894531844,-0.20554746011547453,-3.943799252495028,NaN,-0.09907206920988831,-0.32177861980189415,-0.04710353347142271,-0.26681221926901855,-3.701409610109007,-0.10845175263176365,-0.3046983617061685,-0.03962701825248849,-0.20721205798848463,NaN,NaN,-0.5515502714801455,-0.24416860244265925,NaN,-0.28697777620863385,-0.2420153267765648,-1.315295641891446,0.4514928595078783,NaN,-0.17135437369656303,-0.07900616802797633,-0.7382098679515829,-0.014824222072030713,-0.3717133104349024,0.10576129417719105,NaN,0.0031430211209269032,-0.20261123133237224,-0.20537704081222619,-0.07827603331876465,-0.1459422764563041,NaN,-0.03957876021972906,0.04761412017237898,-0.9531769080380084,0.1165872553019971,-0.06478579587991962,NaN,0.08939820321939085,0.07956360572462806
ForVel,G2,-0.5455305264418064,0.0010838613892086846,-0.029725017540943588,-0.5045270644880231,-0.03345083409313476,0.08259904155542452,-2.0566791003091187,NaN,0.12424150131877254,0.006005901795530955,0.486264589813995,-0.22859718963189746,-3.1616984106294783,-0.006652347000386527,-0.1684621959756194,0.05307717740280471,-0.06981210694352469,NaN,NaN,-0.4150487255487765,-0.32360384883223103,NaN,-0.29479500678407144,-0.04548912961791074,-0.18516889724846242,0.2651979763963358,NaN,0.021453017014221643,0.11931209761618067,0.1939527169009858,0.22587525946880505,0.2349923935591295,-0.13626081218456587,NaN,-0.007313118374232319,-0.13983258515056796,0.01361234649117593,0.03938653614330834,-0.014833402019921671,NaN,0.07230239362804114,0.14640029257851073,-0.46277228499843037,-0.05553726834521422,-0.020432746959979875,NaN,0.001783418627950284,0.13567821509652567
ForVel,G3,-0.2885442478370428,-0.11200736454257676,-0.1462557751109279,-0.6377792866048433,0.1833765301188437,-0.15389734346154005,-1.8475965620779333,NaN,-0.17212769462411326,-0.007038258616429038,0.054302914509394506,-0.26658216441817517,-1.7991718992919812,-0.18294614295058165,-0.34495411308142754,-0.06292506923687724,-0.3261972441156338,NaN,NaN,-0.806419650936389,-0.23978018037286208,NaN,-0.28933997147739365,-0.08667087698494202,-0.36850687570785423,0.12696658048948206,NaN,-0.37185875699310866,-0.06629790030952631,-0.369411263310349,0.3063253638125266,-0.15346625304396722,-0.18061485940808986,NaN,-0.1785260030864506,-0.21397264447825548,-0.09651549319274055,0.09456146749661609,-0.04121264603862196,NaN,-0.2330644816604046,0.024112577599709972,-0.8751498944690721,-0.01283706324801881,0.15304454042436677,NaN,-0.12421613485818761,0.05676978006044564
ForVel,G4,-0.18146541355090462,-0.10639256958948673,0.2588130110553414,-0.1625046534059631,0.1526257808582796,-0.0643012267460954,-1.6290124469080443,NaN,0.08427078706840496,-0.14817639367942248,0.5097545647994302,-0.03812124281131668,-4.751607892296696,-0.0734096190784419,0.031988912500609756,-0.0016953277383209286,-0.15443180590820593,NaN,NaN,-0.5323317444922988,-0.19214116071789356,NaN,-0.14252283968289858,0.015152672176228621,-0.5887078858212267,0.2725844992550164,NaN,-0.0840300488371648,-0.059751628074480534,-0.35845572960876204,0.011658615516568105,0.12083839103551319,-0.19528012570300213,NaN,0.04181094371747196,-0.055567607355636595,0.06331308634032728,0.06925495871667131,0.12445488750766953,NaN,-0.1738249510953751,-0.028324656449490337,-0.5442871777422793,0.1146612474471781,0.15341806259388113,NaN,-0.07971300705667939,-0.05285052576576765
ForVel,G5,-0.4399663794136601,-0.1844026288448377,0.10396016162629773,-0.8654724100630566,0.0037651444117637878,0.0350148783306109,-4.336388394645975,NaN,-0.0571086108264236,0.08009357852466858,0.3620546396617861,-0.23639830744753043,-3.8219213635004516,-0.25992119086379883,-0.3099903861346649,0.029525563265876853,-0.1677150444277491,NaN,NaN,-0.5550991146325011,-0.36909228511557823,NaN,-0.29564247784107445,0.05143344571365782,-1.3687673695161555,0.5618699480459528,NaN,-0.18209997743951734,0.21253671176159483,-0.45367309148556645,-0.16553398552599474,-0.019135878905509607,-0.0415352857042639,NaN,0.10798728843866934,-0.11501463147379698,-0.02428972622697767,0.11040602483570572,0.02679248910467591,NaN,0.019830476799558405,0.1329832267161143,-0.6112170535223578,0.2829973922638265,0.25708909610190245,NaN,0.0811484201722088,0.16019055732333276
AngVel,G2,-0.6160928540788562,-0.3553939754744362,-0.1961170508394543,-0.7656218938540371,-0.15171205087407902,-0.2751332211452717,-3.9483783812960356,NaN,-0.12913458421647617,-0.29192023973327497,-0.02154129331207355,-0.1449681315081377,-2.5961483517803017,-0.540843469953415,-0.2963231279428806,-0.19130600347062043,-0.3951454237477996,NaN,NaN,-0.8856583731818515,-0.22912417346483926,NaN,-0.32281041879702554,-0.22609977471219156,-0.7185333553378763,-0.07093888103306689,NaN,-0.2226465209086732,-0.22734004247356387,-1.0877135189919676,-0.07548190962182177,-0.32171862023356423,-0.2861799173168238,NaN,-0.21651900724374684,-0.2385988255847582,-0.16873657472689607,-0.14113432719896668,-0.14533920646537224,NaN,-0.22343761874639467,-0.24768098076610223,-0.881801317507525,-0.05714020028145983,0.0014584352046045357,NaN,-0.19282315876086265,-0.1667317185710271
AngVel,G3,-0.4244409036750818,-0.352487723276937,-0.16077549609872155,-0.8295072983929739,-0.2387117216861092,-0.2386879186945432,-3.306656995637212,NaN,-0.1280003736401656,-0.29572136631609824,-0.14556447199622635,-0.07607967075221356,-2.947823272069691,-0.5072419717210379,-0.33532138740378037,-0.21306637082398594,-0.2314529306711861,NaN,NaN,-0.8995212216264441,-0.4052232197777679,NaN,0.24541718163510795,-0.20732400334747658,-0.995314965808549,-0.26022476362892477,NaN,-0.1339969419340974,-0.21636672261032608,-0.9070696289979181,-0.12100802556332568,-0.38699365969835453,-0.2675670780008017,NaN,-0.16320949543205465,0.06150577411305547,-0.2435139452518631,-0.3236180153905033,-0.1330177439875757,NaN,-0.25802201490086984,-0.23099561911012545,-0.6319801836749555,0.018956066167826302,0.03175786267074099,NaN,-0.26482674250068605,-0.33399170005537915
