BEHAV,DAN,20170201.Fly2.2,20170201.Fly2.1,20170201.Fly2.3,20170201.Fly2.4,20170330.Fly1.2,20170330.Fly1.1,20170428.Fly2.6,20170428.Fly2.1,20170428.Fly2.2,20170308.Fly3.3,20170308.Fly3.6,20170331.Fly3.2,20170117.Fly1.1,20170117.Fly1.2,20170428.Fly5.2,20170428.Fly5.1,20170428.Fly5.7,20170313.Fly2.1,20170131.Fly1.2,20170131.Fly1.1,20170331.Fly2.4,20170428.Fly1.1,20170428.Fly1.7,20170428.Fly1.2,20170111.Fly2.2,20170111.Fly2.3,20170201.Fly4.2,20170201.Fly4.3,20170201.Fly4.1,20170310.Fly3.2,20170310.Fly3.1,20170131.Fly2.8,20170131.Fly2.1,20170131.Fly2.2,20170201.Fly1.1,20170313.Fly3.2,20170313.Fly3.1,20170313.Fly3.3,20170118.Fly2.2,20170118.Fly2.1,20170118.Fly2.8,20170428.Fly3.2,20170428.Fly3.1,20170331.Fly1.2,20170331.Fly1.1,20170313.Fly1.3,20170313.Fly1.4,20170313.Fly1.2,20170313.Fly1.8,20170310.Fly2.1,20170310.Fly2.6,20170310.Fly2.2
Motion,G2,-0.10922382414459442,-0.16243448744656397,-0.24816079253220202,-9.532870655903459,-0.15387903982703732,0.24044631068686662,-0.2231433390216646,-0.07586618450293159,-0.09028927967456246,0.1293075951548598,-0.028326092755738497,NaN,0.28491571016992223,0.0574578413542739,NaN,NaN,NaN,-0.7325687261339626,0.02916329913998983,-0.7808642814562634,-0.04537568295544281,-3.822325557710797,NaN,-0.16701793915916463,-0.06447202822054043,-0.11441092572124134,-0.12733907427266344,0.07429565797980175,-0.056418458097652335,0.19242474665129417,-0.06559636229880095,0.08863283861777382,-0.035167989205720396,0.1794343946253465,0.05628728626840995,-0.2937339344212144,NaN,-0.14505192249362486,NaN,-0.8093960953210548,-0.3581840403776064,-0.15990751653540958,-0.15673931580224254,NaN,NaN,-1.2321786818119738,-1.1461798240052117,-1.1740633440457011,-1.1459980537526664,0.3546736305672964,-0.1513867614616824,-0.03428652583407299
Motion,G3,-0.14102763089738324,0.006474323570657026,-0.15543204242831377,-11.39175070303428,-0.01861813155786529,0.31152145286234767,-0.26975518524311926,-0.15488583166822267,-0.011203772585337779,0.08122376997858949,0.03863685427697039,NaN,0.38414378127936066,0.03708132002758979,NaN,NaN,NaN,-2.4284245061023926,-0.23632924005100509,-0.9405922352576161,-0.5477321403630231,-3.786874050999579,NaN,-0.14238727245016447,-0.12680209748621407,-0.13537730814926086,0.050269091998369486,-0.1259398394861373,-0.1229558582675041,0.167643264149808,0.14929036242582505,-0.18489558922511873,-0.11441851913434542,-0.11051014571602558,0.10870942598710231,-0.2331200609420594,NaN,-0.18995584817808364,NaN,-0.8386483634623427,-0.44170962204684994,-0.18206696343302275,-0.08264823628973983,NaN,NaN,-1.6882234406369356,-1.9893807073262408,-0.8926352406524054,-0.9040079819109841,-0.08584492172458358,-0.10495339357709677,-0.01838697117109156
Motion,G4,0.31012431797997464,0.005066356325148735,-0.3301907414211793,-10.197915488496264,-0.15704418346938698,0.3701674114810245,-0.10143451661038028,0.42133347794735576,0.06740999288001737,0.12779693768947564,0.03505991015713872,NaN,0.2598542924030679,-0.07550521525082532,NaN,NaN,NaN,-1.5787334351104807,-0.0927015246822065,-0.04412563868820518,0.16481124005966685,-3.3420743330249962,NaN,0.06947431329351816,0.1444733637501553,-0.0009537961122860761,-0.17355174337861734,0.3722862683080055,0.19753171138878678,0.32491662220176376,-0.04054491951528005,-0.1061007555174438,0.1683320973580612,0.294857742136046,0.15037581121387766,-0.010588612460265878,NaN,-0.05785529913250853,NaN,-0.8543928863999923,-0.4230355930070411,-0.047085389024488444,0.044977010722743516,NaN,NaN,-1.2705538380722818,-1.1794750327713155,-1.4163965639539837,-0.7517489044986987,-0.2194305957845175,0.17630405907091562,-0.06002642601708086
Motion,G5,0.11285331118432673,-0.21777362853483262,-0.21844067856431626,-10.290301279183021,-0.07470128694481026,0.3441740084495196,-0.2521624073010962,0.319095126242275,0.10418214673397952,-0.0883491247640642,-0.09153815477335137,NaN,-0.10534005233435595,-0.09086634880126665,NaN,NaN,NaN,-1.2176800579434301,-0.09358421750826706,-0.29712739622816153,0.2679479436116283,-3.3437299323417315,NaN,0.056278489594029146,0.1621234176476687,0.27638070074654764,-0.23073712921251666,0.23983202514809454,0.19157844524812673,0.36937022708359024,0.09068927809020588,0.15293308290160057,0.07029836333995076,0.17728246756862132,-0.054474801925511906,-0.20205369053340494,NaN,-0.16709690317101944,NaN,-0.7248700920740689,-0.784064582994259,-0.24199025345874436,0.1295191287655465,NaN,NaN,-1.861616251142327,-1.5176883763792146,-1.5929279821350653,0.20939727862125435,0.19514238260626793,0.042397531413931766,0.15636162451316715
ForVel,G2,0.17108105032208154,0.12833118709147218,0.062129319207518074,-6.5370430739713985,-0.07243807483616571,0.31089298749932626,0.22553605259848652,0.018875039759120527,0.03783758857649655,0.27295974691761016,0.09120272454713585,NaN,0.32585821289999484,0.11484908979346342,NaN,NaN,NaN,-0.21103123514385724,0.05887520664744872,-0.30840442710085925,-0.10604048138457967,-3.208965116284949,NaN,0.04002581637845504,0.19732414251378538,0.36632841691896023,-0.07513407371485425,0.24180122145892458,-0.06350517686922053,0.17984025606238419,0.015303459142367304,0.12621948980761044,0.41890599408395546,0.4574535175531328,0.1746616508241725,0.07859426967285588,NaN,0.20720917996740018,NaN,-0.14025417343367996,-0.3863176131067829,0.05677363006870184,0.06602336391643326,NaN,NaN,-0.7057660194745914,-1.1729128090086638,-1.1809094752587614,-0.6575863579232346,0.35736297342768897,-0.19126695043917996,-0.10472823109008011
ForVel,G3,-0.0834903283302939,-0.26653505525724164,0.11661040591743455,-7.751934156838534,-0.15136404004196846,0.40049374361494794,0.42383737703858493,0.07318163756772311,0.02874584931901958,-0.13257026734214183,-0.00720366111887305,NaN,0.08450469787901504,-0.060413170679386896,NaN,NaN,NaN,-2.1008246219957902,-0.1337585752396564,-0.6603303030210141,-0.5196772271055421,-4.232350868986621,NaN,-0.07312296486177616,-0.12666271898010373,-0.17227243730790676,0.13414096117701357,-0.09387390762777148,0.021678883902392476,-0.0429744847345479,0.047191334024992426,-0.1442214100291217,-0.014517306227714188,0.005676070967321922,0.47644826353,-0.12036965767726282,NaN,-0.16301218219592295,NaN,-0.7098895516339625,-0.3773410640922783,0.21246714297776925,-0.03577153516470655,NaN,NaN,-1.7247258815307878,-1.5335140510037126,-1.5094977795179734,-0.01030172690411324,-0.017031876962422476,-0.12341387981010721,-0.031220353911571186
ForVel,G4,0.47654410148678283,-0.14214974400900293,-0.11350120515561901,-7.752393822651911,-0.13783614200549832,0.37570559235485024,-0.00552322857325982,0.2752103517891895,0.21634402576380318,0.3835572106371715,0.23394315465202598,NaN,0.1362271155065541,0.04561938203559168,NaN,NaN,NaN,-1.3232772969073028,0.07328927935364016,0.3534993452216988,-0.21738645652466726,-2.7277950717276456,NaN,0.27012539768709154,0.28571460541072635,0.2834830884419539,-0.20233873941485525,0.3426877832272972,0.38034797375814977,0.21591278788315982,0.021757735887350305,-0.11330546527487662,0.4586733861067871,0.4775208515803673,0.2533926623550362,0.04351563524845847,NaN,0.19926697026272222,NaN,-0.7196969078282018,-0.4624432586934144,-0.004218028368491167,0.03602424349035371,NaN,NaN,-0.9635481645070589,-1.5371438568467877,-1.1013273626615847,0.1108815341165682,-0.20128585503651664,0.09825526007333485,-0.13036021468164138
ForVel,G5,0.35705113833317637,-0.24639396723038187,-0.13114241367000945,-5.959698360328014,-0.18694961154762035,0.32964520215484294,0.1220551415914547,0.01023587222087008,0.18765514477463563,-0.03130745244730404,-0.08037752807034293,NaN,-0.04678905155824942,0.0006920150582439,NaN,NaN,NaN,-1.2792267300532467,-0.13989859929173254,-0.11779569916964938,-0.22024551883853505,-2.4908821315412557,NaN,0.13850609370534728,0.27863779440947944,0.1958781976496755,-0.05171700354520414,0.25032632246137676,0.4493886283528151,0.18027909971987077,-0.01593049881445352,0.12142927722127717,0.1619526587781882,0.1400297944761031,0.03533432417490523,-0.22065393623686402,NaN,-0.049632132276657304,NaN,-0.8185858039107392,-0.6907545452990342,-0.026654189722495003,-0.16833656275419195,NaN,NaN,-1.6157575181089134,-1.5321459788083254,-0.2875117945801773,-0.03984238020133546,0.12564039049645048,0.016541723958351295,0.021444700208942624
AngVel,G2,0.04039973317359402,0.04452020660157352,-0.22251945576252807,-6.260622100169409,-0.13260764723773177,-0.0485374066397426,-0.09399002373261878,-0.2655701693815997,-0.18807606439768398,-0.13074697018742532,-0.07672055415346768,NaN,0.07410589114549004,-0.1586740504028461,NaN,NaN,NaN,-2.291328320133933,-0.19455308935709792,-0.49348900029945053,-0.30275550981246213,-3.563012848605932,NaN,-0.21642264373395514,-0.14752476132358194,0.12104306885262373,-0.1893805649782847,-0.25400755826210486,-0.15512253392941733,-0.1542206770034027,0.021897638469752234,0.012730603977141652,0.2997009857826559,0.28556538170587387,-0.16069917700751102,-0.3052585212765502,NaN,-0.18869094707148815,NaN,-0.46274920984173384,-0.3658759240284717,-0.1523249017901449,-0.22475679711076113,NaN,NaN,-0.7577082197446625,-1.0804596990365734,-1.8155488466166347,-0.5907532552992927,0.06238492872639989,-0.19368581179754862,-0.0010745339225690653
AngVel,G3,-0.07022186786883733,-0.17123213143107696,-0.22758363970604267,-7.849389480019555,-0.13899207378148004,-0.10011637868844492,-0.1471079554946808,-0.28691860915858736,-0.22695560765524436,-0.07874092331703442,-0.10841906871129448,NaN,-0.11488234322366986,-0.18679915583578288,NaN,NaN,NaN,-2.4562790886755415,-0.008181309223968425,-0.8761311004890326,-0.826537239524882,-4.612245354370798,NaN,-0.2534780219705739,-0.14644027472619503,-0.1743996226962603,-0.23397669133927046,-0.20446807018700852,-0.1915721682808953,-0.3120968562933062,-0.32631659661712886,-0.03627345784667657,0.11093585529922745,-0.11068790578944854,0.29044776143104367,-0.31773185524761827,NaN,-0.29406449430501413,NaN,-0.44098840050142396,-0.6334614712061093,0.08367008471731174,-0.08656838905055597,NaN,NaN,-1.6913627200945078,-1.3220054011457778,-1.4128435538282802,-0.17509534317365727,-0.19278663326780499,-0.25320527047166386,-0.08779958380101083
