G2_FROM_FORVEL,G2_FROM_ABSANGVEL,G2_FROM_MOTION,G2_FROM_ABSHEADING,G3_FROM_FORVEL,G3_FROM_ABSANGVEL,G3_FROM_MOTION,G3_FROM_ABSHEADING,G4_FROM_FORVEL,G4_FROM_ABSANGVEL,G4_FROM_MOTION,G4_FROM_ABSHEADING,G5_FROM_FORVEL,G5_FROM_ABSANGVEL,G5_FROM_MOTION,G5_FROM_ABSHEADING,G2_FROM_FORVEL_CTL,G2_FROM_ABSANGVEL_CTL,G2_FROM_MOTION_CTL,G2_FROM_ABSHEADING_CTL,G3_FROM_FORVEL_CTL,G3_FROM_ABSANGVEL_CTL,G3_FROM_MOTION_CTL,G3_FROM_ABSHEADING_CTL,G4_FROM_FORVEL_CTL,G4_FROM_ABSANGVEL_CTL,G4_FROM_MOTION_CTL,G4_FROM_ABSHEADING_CTL,G5_FROM_FORVEL_CTL,G5_FROM_ABSANGVEL_CTL,G5_FROM_MOTION_CTL,G5_FROM_ABSHEADING_CTL
0.04699091249607337,0.025394046521157277,0.034852367806612536,-0.003933020262122358,0.03161556641494707,0.10987691578257229,0.05934537605834874,-0.0019469123093523238,0.04460033111323708,0.01891454765780805,0.028164426288061845,0.00130700830943466,0.019153007735274907,0.013425507170776686,0.014670634317135136,-5.833698110132403e-05,0.006746564916982905,0.010183373628766626,0.0042826265179044315,0.000939665254603938,-0.01044583921660491,0.012334590875169535,0.0009743162042555044,0.0016954313586916925,0.011660936597024447,0.007207516057878901,0.00822547183288048,0.0027262413791305775,0.0030423736257096066,-0.001052666344271524,0.0030035420224065567,0.0019897764165928986
0.014012741410084809,-0.012471370741074966,0.01517622377700389,0.002965056459409126,-0.010101790787005863,0.022751603372236574,-0.022976074131576502,0.0018845275203330048,0.04040304366599968,-0.03283262829632704,0.015642548614802753,0.0009106699610343539,0.01885444264589423,-0.009868331250353971,-0.003121205741634794,0.0013105397023988417,-0.004054873832324695,-0.005700558456328341,-0.022452789704872408,0.0028097884266356293,-0.003664306722583802,0.0146289691669034,-0.016430873645530465,4.028441060421745e-05,0.0034088898919576887,-0.003566251178149962,-0.008496442633059422,0.0016187874030474108,0.00046153526538323465,-0.003232518505096411,-0.004797184159499256,-0.00462383640141049
0.0527873497062931,-0.028743593542081378,0.024739912313669555,0.002854102480524141,-0.0268472054004813,0.0947778261107881,0.0038012083915415808,-7.795063554827282e-05,0.054799456502884265,-0.0017616517910324088,0.028209270096573567,0.0034289636726501835,0.0052804059952672655,0.017218262877260627,-0.0010257055711119047,0.0013498246472409686,-0.004693144739481351,-0.00299207886487037,-0.009996453055808183,-0.0011797100999436435,0.001923490298505308,0.003985642470346371,-0.005051868122667339,0.002020245959732814,0.0025154556994500307,-0.0012954913283940693,-0.0015806094600519878,0.0026907874217119965,0.0012647247644625751,-0.00024585994769218836,0.0027636062114937987,0.002964461007445696
0.0202858512531385,-0.00398835185904488,0.014780381356229414,0.0003582716747677651,0.017519536409384945,0.03614075058909975,0.046539663807360396,0.0034722436052676852,0.057424015358188515,-0.035568748247537606,0.05023829914098901,-0.0037711089861031484,0.007793332263902353,0.014683700271040276,0.00847966874579485,-0.00712671294479262,-0.005550127335092684,-0.006372186534608114,-0.017307312456266512,-0.0002706789317882382,-0.010310028220874304,0.03886403559165569,0.0005950969657181632,-0.0014889749343564088,-0.0005001450708089508,-0.00772607615557308,-0.01742217514994038,-0.008707984824943,0.000860801991492176,0.0037076337351416673,-0.003231815491830123,0.0063692403587906204
0.02688343836140859,-0.006504817151739858,-0.00033026690641520896,0.001569213979148913,-0.03485987359253005,0.07635517179687341,0.014156868763367815,0.001034313074047046,0.027225710304104804,0.013623692889628568,-0.004271730685432337,0.0017583725310922117,0.014758780490181296,0.0061594700901190305,0.002350404607810925,0.0018788141808390435,0.004438843992629112,-0.020975069038690248,-0.015047630321306972,-0.001145498953923538,0.003684014477177188,-0.005651348684909983,0.002527475335290972,-0.0002295262555330244,0.008665591863208083,-0.019497749353466626,-0.02064389740959204,-0.0002153468500428423,-0.00046878671425686633,-0.007567174319437761,-0.012972412680269952,-0.0015191054341452768
0.047965898284920316,0.036293957604576335,0.03473226418479669,0.010099572633833463,0.05548968581876401,0.1099679630287353,0.0672423574914311,0.001300608816583937,0.06566948118096975,0.05174211805966348,0.053269481620326964,0.002556570072321262,0.021280655371900957,0.011864213135654323,0.010928109604600179,-0.003334895712775344,0.0031264182411599893,0.001963964755879672,0.0030637907046817915,0.002956539009126826,0.005332599115397769,0.018480107227943608,0.010806665710246065,0.0013401807680820973,0.005864225790733474,0.010459501667575019,0.006096640940668169,-0.0011525310328648116,0.0005537823321354289,0.003229543186084473,0.0017927943055920125,0.0008927486090657569
0.052827814378315796,0.010008152328550544,0.06265742166436943,-0.008150031049290712,0.015718131129044556,0.020613264308129826,0.03595892371111591,-8.452496226785958e-05,0.04925430184341174,0.023991878093669813,0.05712888944347895,-0.002380519738572902,0.02138835797065553,0.014790751949699333,0.021091276463504425,-0.001836952139737817,-0.0037062998330570016,0.008437267029658076,-0.006132240226019561,-0.001662868586867391,-0.0036903957609466624,-0.010715143449665442,0.002134080924212168,0.00163136604006102,-0.003472508163091952,-0.0018565011282909345,-0.004500823875842474,0.002984861659880651,0.0020062747523443745,-0.0037064114358420076,-0.0012951145046181205,-0.002322082296596269
0.026322601510195325,0.027497859637853533,0.036273573935978826,0.0057702479778733206,0.0014225331951171296,0.12441597652505185,0.039984749342054024,-0.0018638168953538864,0.03677387797125677,-0.02099777095938217,0.03734253246562797,0.005607289882019416,0.010775969892512133,0.0009325291502390679,0.017788431420214808,0.002251584002286914,-0.007789809841974598,-0.0018057221053142775,-0.03539150654940862,0.0015105133427083999,-0.012611818562680108,0.01779082036455242,-0.017322039689898136,-0.000684206727009822,-0.004045107703355393,-0.0036979003688207292,-0.025821662926241946,0.00011241878542706546,-0.004510321933244253,0.0036881212732714093,-0.012967032682647612,-0.003248463066191574
0.04992169558777849,0.05056611677664719,0.03547331813429741,0.0028500096472961743,0.07083763574447491,0.14059950218476888,0.09552497573194614,0.0029748424563727487,0.05748103761474743,0.03123047093125052,0.03717024919980231,0.0038381351456500783,0.028868096573896378,0.011068292315330117,0.02385941386375821,-0.0015046512862235972,0.01340998220393157,0.019818547400941872,0.016382422058162052,-0.005587470761385067,0.000996270393005173,-0.014895539531944094,-0.0068409044089646,-0.004187017423083369,0.0018091357276120267,-0.00019412921985576039,0.005261984732628562,-0.0032933373483781184,-0.0005840269659664789,-0.004295005386451271,-0.002116978019199903,0.0008740424849059557
-0.007858733095102884,0.020118103154710285,0.01997411948037943,-0.0023848219069542605,0.013461108479962512,0.03477323362333452,0.004395269168463942,-0.0013271007380253792,0.013788244576349524,0.021722461671876206,0.01754991443335478,-0.003275398647507132,0.010558114180823792,0.005966746696081424,0.006650179376653171,-0.004440817454750208,-0.018039062587295644,0.006945445465697319,-0.00789316340765213,0.002218747121146596,0.0018626304740437276,-0.008761140443700233,-0.002029458622495137,0.000211970395402683,-0.031470779872552396,-0.0010597932738658472,-0.015786052663697193,-0.004350653661674717,-0.007700579496368588,-0.005491091205248756,-0.008442326237702217,-0.0024899049769112995
