T1,T2
0.85,1.3167
5.55,5.8333
8.4167,8.6667
15.467,15.7
18.967,19.117
34.267,34.5
40.033,40.4
44.183,44.367
67.183,67.383
71.617,72.083
78.633,78.967
78.7,78.967
95.167,95.483
111.58,111.97
115.57,115.95
120.7,121
125.22,125.67
131.53,131.82
146.32,146.77
148.35,148.62
152.13,152.58
169.92,170.35
172.98,173.3
185.63,185.93
196.87,197.27
200.52,200.68
205.33,205.8
206.92,207.25
224.8,225.17
237.38,237.57
243.35,243.58
246.5,246.92
250.93,251.42
257.83,258.27
262.45,262.88
271.13,271.33
277.43,277.63
284.53,284.93
289.83,290.12
