T1,T2
3.2833,3.6667
5.05,5.4333
10.333,10.55
12.75,13.1
15.617,15.917
19.917,20.317
23.683,23.9
31.333,31.7
35.617,35.967
39.717,40.017
43.65,44.1
47.9,48.167
51.75,52
57.017,57.35
59.783,60.233
62.267,62.7
72.15,72.5
73.467,73.85
74.65,74.967
77.333,77.633
82.717,83.033
104.83,105.08
108.83,109.13
110.78,111.03
118.2,118.63
121.22,121.62
124.6,124.87
131.35,131.57
134.42,134.77
141.27,141.5
142.37,142.67
145.55,145.75
151.37,151.58
154.43,154.62
170.43,170.7
175.73,176.22
178.67,179.05
183.88,184.15
193.67,193.97
195.1,195.58
217.58,217.93
221.02,221.33
245.53,245.93
263.5,263.75
280.78,281.23
288.62,288.87
