T1
22.883
37.167
57.717
70.117
80.633
94.133
106.67
117.47
125.68
138.05
151.35
161.92
174.27
182.88
192.43
204.77
219.23
230.23
247.33
261.25
271.33
283.4
292.9
302.13
321.32
331.67
340.42
348.8
360.42
375.08
388.7
396.27
405.35
415.67
427.35
436.65
448.8
468.75
487.52
499.57
511.05
541.28
552.1
563.38
574.08
587.33
599.63
610.05
624.03
635.72
644.6
655.9
666.75
680.75
690.47
717.88
727.95
737.28
747.17
771.03
789.27
799.27
810.78
825.33
850.97
875.55
900.1
919.02
931.05
945.7
953.33
974.43
985.28
1003.4
1026.2
1047.2
1079.7
1103.7
1135.9
1171.7
1184.8
