T1,T2
4.9,6.8333
7.3167,7.9833
22.55,24.867
25.583,26.267
27.483,27.517
36.783,40.983
47.083,49.467
57.067,63.217
69.783,72.9
80.267,86
93.75,97.433
102.05,102.08
106.3,110.17
117.13,119.62
125.35,127.32
127.9,130.77
131.28,131.82
133.35,133.42
134.02,134.05
137.65,140.95
141.67,144.77
151,154.75
155.48,155.57
156.7,156.73
161.58,168.02
173.63,177.37
177.9,178.02
178.77,179.63
181.53,186.8
192.1,199.23
199.9,199.93
200.87,200.9
204.43,208.33
208.85,212.88
213.42,213.63
215.8,215.83
218.73,223.02
223.8,224.08
225.33,225.37
225.97,226.27
227.73,228.02
228.73,228.77
229.6,241.6
243.82,243.93
246.55,250.67
251.37,254.33
256.52,256.77
258.83,258.87
260.67,264.93
267.03,267.07
267.97,268.23
269.57,270.1
270.83,274.37
274.95,276.27
277.33,277.38
282.98,286.57
292.58,295.53
296.15,296.18
298.42,298.45
