T1,T2
2.5333,2.9333
10.067,10.3
14.967,15.417
18.2,18.5
20.833,21.167
27.083,27.45
32.2,32.65
41.317,41.467
46.733,46.983
52.683,53
62.133,62.6
63.317,63.75
65.133,65.333
66.367,66.733
67.717,67.983
74.4,74.833
85.933,86.267
88.433,88.85
120.6,121.05
124.22,124.47
126.18,126.63
129.6,129.85
142.65,142.97
151,151.27
152.55,153.03
165.67,166
168.82,169.05
173.58,173.95
176.27,176.42
183.42,183.72
190.72,190.98
193.08,193.53
200.12,200.43
205.27,205.57
208.8,209.22
217.27,217.63
222.1,222.4
225.35,225.73
226.67,227.02
229.2,229.53
235.38,235.85
235.52,235.85
240.43,240.78
247.25,247.73
264.42,264.85
266.73,267.1
273.35,273.57
282.47,282.78
289.6,289.83
290.53,290.78
292.82,293.15
