T1,T2
23.433,23.917
45.033,45.367
54.533,54.983
62.667,62.9
64.617,64.867
67.667,67.933
68.417,68.733
75.65,76.067
78.733,78.983
111.97,112.17
113.82,114.02
118.88,119.18
128.82,129.07
132.72,132.92
133.8,133.93
154.63,154.93
165.57,165.98
176.13,176.42
188.67,188.97
193.55,193.98
198,198.43
201.95,202.15
204.93,205.17
218.78,219.1
220.7,220.98
226.83,227.15
228.55,228.93
233.02,233.32
239.23,239.5
240.37,240.83
243.75,244.13
253,253.42
253.15,253.42
257.33,257.58
261.35,261.62
266.42,266.8
268.62,269.07
274.62,275.07
276.63,277.02
281.77,282.18
285.22,285.42
294.65,295.05
