T1,T2
0,12.317
13.383,16.117
16.6,26.817
27.383,27.417
28.217,31.183
32.633,41.917
42.583,48.117
48.867,59.4
60.117,60.15
60.95,60.983
61.9,62.133
63.133,74.783
75.367,78.483
79.233,81.833
82.35,84.45
85.017,85.117
85.717,96.15
96.733,100.97
104.05,120.98
122.35,126.87
127.35,133.22
133.87,135.48
139.13,157.47
158.08,165.97
166.78,168.68
169.28,169.32
169.98,170.02
170.62,170.65
171.2,171.23
172.03,189.17
190.08,191.75
192.57,197.4
198.05,201.12
202,202.03
202.75,205.9
206.45,209.38
211.15,223.7
224.18,227.32
227.85,228.77
231.87,231.9
232.68,254.77
255.65,255.68
257.47,262.02
262.5,273.75
276.97,291.52
292.48,294.42
294.98,300
