T1,T2
15.533,15.95
21.716,22.133
26.016,26.366
27.766,28.166
29.516,29.749
48.165,48.449
54.848,55.182
60.282,60.715
62.398,62.848
67.031,67.365
69.148,69.515
72.815,73.265
86.748,87.198
94.497,94.931
97.264,97.597
99.997,100.41
101.58,102.06
113.61,113.93
116.66,117.11
120.7,121.01
128.33,128.65
139.05,139.43
141.01,141.21
152.05,152.28
161.68,162.1
163.96,164.38
171.45,171.76
177.34,177.68
179.64,179.96
198.86,199.21
201.24,201.61
203.44,203.81
205.76,206.14
207.76,208.06
213.61,213.89
215.78,216.21
218.11,218.34
233.11,233.41
234.18,234.46
244.24,244.56
246.51,246.83
248.31,248.69
255.89,256.28
257.93,258.21
259.19,259.53
277.04,277.48
281.48,281.74
293.59,293.96
