T1,T2
0.016432,2.6784
5.8005,9.9249
27.441,30.087
43.397,45.747
52.057,55.836
58.761,60.289
79.235,87.698
96.834,98.362
129.65,131.46
153.11,154.82
208.26,210.08
223.25,224.84
263.29,265.64
