0,1577.2,1515.6,1180,1543.1,1883.1,1045.5,1618.8,1710.7,630.7,1336.2,2139.1,908.68,787.45,721.44,2901.5,1278.7
0.10044,1682.1,1598.7,1265.6,1615.4,1971.7,1065.3,1683.8,1816.4,630.62,1440.5,2346.6,1057.6,803.71,805.61,3156.8,1404.3
0.20089,1632.8,1594.1,1287.9,1633.4,2004.8,1085.2,1720.5,1809.9,594.9,1534.7,2233.1,1083.8,809.46,766.54,3034.2,1414.1
0.30133,1674.7,1657.4,1275.8,1701.3,2058,1052.7,1644.1,1894.5,669.71,1609.5,2176.9,1076.3,847.89,864.97,2863.9,1399.4
0.40177,1658.5,1658.4,1271.3,1767.9,1999,1130.3,1665.1,1834.8,672.25,1706.1,2071.5,1076.8,856.5,927.96,2764.7,1534.9
0.50222,1662.1,1676.3,1293.5,1725.5,2005.9,1134.7,1671.6,1863.7,691.86,1772.5,1987.3,1103.8,856.12,942.79,2712.3,1498.9
0.60266,1647.4,1676.2,1286.7,1658.3,2024.7,1095.2,1653.1,1843.6,720.02,1883.2,1924.8,1130.6,869.95,939.82,2590.3,1546.9
0.70311,1632.1,1661.6,1321.3,1650.7,1954.4,1088.6,1717.8,1876.1,716.59,1900.3,1806.3,1136.6,904.06,933.73,2453.1,1527.4
0.80355,1611.1,1672.4,1246.9,1666.3,2023.8,1050.2,1687.1,1873.5,755.73,1874.5,1700.3,1148.4,948.58,965.38,2250.3,1550.2
0.904,1631,1659.2,1319.4,1708.2,2064.1,1113.4,1660.3,1787.4,774.43,1796.4,1637.9,1050.8,1010.1,922.74,2143.1,1516.8
1.0044,1700.8,1569.1,1264.8,1596.3,1959.3,1046.2,1685.2,1832.3,842.63,1797.6,1513.9,1084.2,1040.5,896.77,2046.1,1440.3
1.1049,1656.9,1700.6,1278.4,1672.1,2005.5,1073.2,1682.4,1876.2,833.12,1828.7,1463.1,1122.1,1107.3,931.47,1905.6,1494.8
1.2053,1681.2,1678.9,1287,1675.3,2084.6,1057.5,1643.2,1887.9,895.06,1856.9,1384,1118.1,1110,932.69,1797.8,1462.7
1.3058,1696,1639.5,1239.5,1744.2,2043.6,1092.9,1689.8,1788.7,888.41,1793.8,1307.6,1198.8,1140,940.49,1764.7,1503.2
1.4062,1653.5,1620.1,1257.2,1709.7,2041.9,1097.3,1709.4,1928,899.2,1780.7,1261.3,1166.5,1189.2,901.03,1686.5,1463.9
1.5067,1695,1596.1,1264.7,1683.3,2032.8,1103.7,1620.8,1824.3,961.67,1695.6,1220.7,1074.5,1183.5,865.79,1610.6,1454.9
1.6071,1727.4,1617.6,1296,1682.7,2045.2,1085.8,1640.2,1785.6,967.37,1672.1,1249.7,1114.6,1266.2,889.8,1555.2,1473.5
1.7075,1662.4,1528.7,1258.9,1704.2,2096.8,1067.1,1565.2,1849.1,990.72,1594.5,1263.2,1066.4,1293.1,852.45,1538.1,1434.9
1.808,1653.7,1562.7,1252.7,1635.4,2061.2,1071.3,1658.2,1910.9,1005.5,1518.9,1203.9,1090.5,1328.3,835.49,1494,1430.2
1.9084,1627.2,1607.7,1260.1,1613.4,2049.2,1065,1581.7,1799.7,1085.7,1528.6,1264.8,1158.8,1350.3,847.42,1525,1434.2
2.0089,1651.8,1591.1,1255.1,1653.7,2023.3,1117.4,1654.5,1835.9,1028.2,1564.2,1285.1,1193.5,1384.2,820.07,1608.9,1447.3
2.1093,1706.7,1572.7,1262.4,1779.5,2088.8,1045.7,1604.1,1786.6,1098.3,1528.2,1347,1038.8,1383.3,796.63,1819.9,1415.6
2.2098,1625.6,1653.4,1286.5,1704.4,2035.6,1080.1,1677.1,1868.3,1131.9,1475.3,1355,1077.8,1450.4,752.05,1782.5,1461.8
2.3102,1665,1645.4,1250.5,1699,2019.2,1094.5,1641.9,1851.4,1164,1446.5,1300.9,1124.7,1436.6,779.61,1761.8,1429.8
2.4106,1691.3,1522.1,1226.3,1515.5,2010.7,1051.5,1648.8,1808.8,1110.9,1401.2,1313.3,1037.7,1439.4,756.02,1723,1444.6
2.5111,1667.3,1694.4,1226.4,1659,2026.3,1091.9,1647,1814.8,1144.1,1409,1315.2,998.01,1441.2,735.4,1802.9,1399.9
2.6115,1673.5,1650.3,1278.3,1653.8,2004.7,1124,1628.3,1800.5,1142.1,1466.5,1364.7,1109.1,1437.4,761.07,1864.4,1397.3
2.712,1644.5,1626.1,1239.6,1566.8,1985.3,1120.1,1646.5,1840.2,1049.7,1518.6,1451.9,1075.6,1402.9,727.15,2073.9,1374.7
2.8124,1664.1,1663.7,1262,1717.3,1966.9,1041.5,1658.4,1830.1,1066.7,1535.9,1556.8,1114.1,1382.4,779.58,2213.9,1387.3
2.9129,1617.5,1622.5,1254.9,1626.3,1966.5,1128.5,1618.1,1800.4,1056.9,1624.2,1601,1117.7,1389.7,828.51,2319.7,1416.9
3.0133,1600.2,1660.7,1270.5,1610.5,1986.4,1030.8,1604,1822,1020.4,1530.1,1638.1,1122.6,1329.3,829.11,2386.5,1481.9
3.1138,1647.6,1677.3,1274.4,1638.7,2014.6,1077.2,1664,1863.4,937.66,1613.1,1608.7,1163,1248.3,817.69,2540.5,1440.4
3.2142,1643.5,1619.6,1245.8,1692.3,1974,1136.7,1644.8,1801.3,931.65,1574.1,1646.6,1180.1,1193.2,819.78,2499.4,1417.3
3.3146,1660.3,1574.3,1231,1592.6,2057.1,1069.2,1654.7,1906.5,876.47,1620.2,1605.3,1063.6,1151,837.3,2448.7,1381.6
3.4151,1642.2,1570.2,1318.2,1667.1,2037.3,1092.5,1690.3,1790.5,824.12,1680.1,1533.2,1112.1,1100.7,869.63,2409.3,1351.3
3.5155,1662.2,1571.2,1288.1,1676.2,1984.9,1071.9,1645.9,1788.9,812.85,1633.9,1513.6,1094.1,1043.5,854.62,2266.4,1337.8
3.616,1672.8,1604.4,1269.2,1713.2,1974.8,1156.9,1640.7,1812.4,870.09,1682.9,1442.1,1016.2,1110.5,874.26,2176.6,1269.1
3.7164,1640.1,1582.7,1246.1,1634.2,2072.1,1095.8,1624.1,1892.3,904.4,1671.4,1384.3,1079.3,1148.4,902.2,1989.3,1347.1
3.8169,1654.6,1587.1,1211.1,1680.9,2064.1,1045.4,1612,1858.2,934.05,1684.1,1318.3,1121.8,1217.3,910.32,1907.3,1307.9
3.9173,1651.9,1607.4,1259.8,1682.2,1981.6,1114.5,1543,1814.3,1007.8,1669.3,1289.2,1135,1242.4,916.95,1877.4,1250.3
4.0177,1650.5,1659.8,1191,1648.8,1971.4,1124.7,1664.1,1890,1016.2,1715.5,1230.7,1083.2,1321.6,948.09,1805.3,1255.1
4.1182,1641.3,1653.7,1234.6,1628.4,2018.2,1109.5,1621.8,1743.7,1061.8,1677.1,1223,1028,1399.3,891.08,1752,1314.1
4.2186,1686.7,1596.3,1230.5,1659.1,2033.1,1081.3,1631.7,1775.2,1130.9,1645.5,1168.3,1022.7,1453.8,906.22,1670.6,1214.8
4.3191,1669.4,1639.7,1214.3,1685.9,2005.8,1076.8,1641.7,1838.8,1190.1,1634.3,1138.7,1107,1470.1,889.45,1597.6,1253.3
4.4195,1645.7,1653.2,1278.5,1659.8,2038.1,1040,1634.2,1812.4,1127.8,1634.1,1068.4,1065.6,1462,880.74,1504.9,1277
4.52,1664.4,1636.6,1230.5,1622.8,2015,1049.5,1616.5,1705.7,1107.4,1566.1,1159.8,1071.9,1380.1,867.88,1607,1352.6
4.6204,1678,1542.5,1254.9,1718.3,2022.5,1076.8,1701.4,1804.1,1046.4,1490.9,1266.3,1038.5,1327.4,794.67,1713.2,1346
