TIME,FILTER_VALUE
-4.0,0.015363842410155995
-3.9000000000000004,0.018735695981764326
-3.8000000000000003,0.020031944092012963
-3.7,0.025335799166864813
-3.6,0.028167491393138174
-3.5,0.031051054615026996
-3.4000000000000004,0.03240601387127927
-3.3000000000000003,0.03487255468537215
-3.2,0.03865992642331428
-3.1,0.04071237981221763
-3.0,0.04388504584910341
-2.9000000000000004,0.04486473452367868
-2.8000000000000003,0.04505929498182951
-2.7,0.045361978097439776
-2.6,0.04753317198879589
-2.5,0.04693017305421178
-2.4000000000000004,0.04523429652437162
-2.3000000000000003,0.04146066950435649
-2.2,0.03929869766145733
-2.1,0.03653739022287764
-2.0,0.03432689172112037
-1.9000000000000001,0.03110321274083794
-1.8,0.021623239579609873
-1.7000000000000002,0.014443094474777467
-1.6,0.007191746179241391
-1.5,0.00032894838906611426
-1.4000000000000001,-0.004598132801451634
-1.3,-0.008586954434556397
-1.2000000000000002,-0.016001816657591615
-1.1,-0.024167149748229512
-1.0,-0.029808634559408274
-0.9,-0.03235429248102888
-0.8,-0.03669709747815734
-0.7000000000000001,-0.04301601643687636
-0.6000000000000001,-0.05026630311747799
-0.5,-0.05414004476615489
-0.4,-0.0582001282567356
-0.30000000000000004,-0.060587496143569064
-0.2,-0.06074306811581668
-0.1,-0.054628280942758387
0.0,-0.0466970887879741
0.1,-0.033401058536483015
0.2,-0.022089627493998183
0.30000000000000004,-0.012532194829001881
0.4,-0.004749866316525392
0.5,0.0009835770983742584
0.6000000000000001,0.0035417109002089846
0.7000000000000001,0.004515470097066787
0.8,0.003199691608951531
0.9,0.0032697133037255994
