TIME,FILTER_VALUE
-4.0,-0.035606821324970554
-3.9000000000000004,-0.034306644539044806
-3.8000000000000003,-0.03658087925747023
-3.7,-0.036503986455918305
-3.6,-0.033591873284774705
-3.5,-0.033306771017639784
-3.4000000000000004,-0.03480083550572904
-3.3000000000000003,-0.03457944938372075
-3.2,-0.03415397126787582
-3.1,-0.031010267990207323
-3.0,-0.029812598794545914
-2.9000000000000004,-0.026579231826897552
-2.8000000000000003,-0.0251467544078613
-2.7,-0.022710269540364755
-2.6,-0.022657092337365656
-2.5,-0.023875286841911616
-2.4000000000000004,-0.022424368830579803
-2.3000000000000003,-0.019782303105396665
-2.2,-0.01767560806022677
-2.1,-0.021337480787791924
-2.0,-0.02209028312427553
-1.9000000000000001,-0.019495862890747104
-1.8,-0.017139212757991778
-1.7000000000000002,-0.0181783931597482
-1.6,-0.015533219544266053
-1.5,-0.013632307320244936
-1.4000000000000001,-0.012416238696083418
-1.3,-0.010317813228172386
-1.2000000000000002,-0.006127751244601212
-1.1,-0.004204077227023188
-1.0,-0.0037700527055517003
-0.9,-0.002766645635996722
-0.8,0.00044550911084601414
-0.7000000000000001,0.007820184621221218
-0.6000000000000001,0.011691049717893087
-0.5,0.01695485204363743
-0.4,0.022451931644012126
-0.30000000000000004,0.02505052000023235
-0.2,0.02173382368346057
-0.1,0.01580736401410864
0.0,0.013175825837240775
0.1,0.009336473696014314
0.2,0.003751327424725778
0.30000000000000004,0.001423499810279861
0.4,-0.002060685381306475
0.5,-0.004571721628683141
0.6000000000000001,-0.0043003145475405315
0.7000000000000001,-0.00046483064722923473
0.8,-3.73373435808388e-05
0.9,-0.004495363608407362
