TIME,FILTER_VALUE
-4.0,0.016726249249234774
-3.9000000000000004,0.014029028347553757
-3.8000000000000003,0.014443236833757658
-3.7,0.014981883377349637
-3.6,0.013001964033347283
-3.5,0.011277220352992683
-3.4000000000000004,0.011931304899041371
-3.3000000000000003,0.013413324039287232
-3.2,0.013942184847091772
-3.1,0.011500623724882272
-3.0,0.010739144668499902
-2.9000000000000004,0.007115313947954777
-2.8000000000000003,0.003956190595512483
-2.7,0.0020489721815456392
-2.6,0.000926925393330033
-2.5,0.000931478501156602
-2.4000000000000004,0.0016840812326442704
-2.3000000000000003,0.004767454262561484
-2.2,0.004726254238279491
-2.1,0.000736874336219377
-2.0,0.0037512979670638294
-1.9000000000000001,0.008552325796691736
-1.8,0.008297309107788843
-1.7000000000000002,0.0033434856216348584
-1.6,-0.004669899516101563
-1.5,-0.0036423405597673687
-1.4000000000000001,0.004863378383573473
-1.3,0.0075849165570231886
-1.2000000000000002,0.00486685514659373
-1.1,0.004105161853117472
-1.0,0.004478626915899161
-0.9,0.011566557965254427
-0.8,0.02093427457871481
-0.7000000000000001,0.025836556019160805
-0.6000000000000001,0.02988967815095656
-0.5,0.028989094628157533
-0.4,0.029511810532421363
-0.30000000000000004,0.024590152733690522
-0.2,0.01843900937555342
-0.1,0.013571400432115403
0.0,0.013594343982896558
0.1,0.012788495129085668
0.2,0.01162893550822995
0.30000000000000004,0.010119799110428502
0.4,0.008668898428164023
0.5,0.011433865120874095
0.6000000000000001,0.013140001591435984
0.7000000000000001,0.010513834994709282
0.8,0.003208195873953922
0.9,0.0003981968327091869
