UW_DISP,FOR_VEL
-1.4713580310157,0.7020207149350949
1.1703441493225568,0.6957626627388764
-0.517559327510677,0.8162612758708847
0.7182843841330737,0.08206494863868595
-0.7738719284776405,0.42567076745383703
0.4941052583130472,0.6511276435080348
0.49873188164702126,0.015045545075739354
-0.3978412246079826,-0.0013729702585180263
0.02877599647644848,-0.03375123259645768
1.1878901680965142,0.1832801193261581
0.28356865848619917,0.06228276826122671
0.5796376387123211,0.08404229650692137
-0.4273618360579729,-0.027801203552337304
0.7142679032592468,0.10685571245565503
0.645326288518552,0.09833505823697714
0.8696834010080471,0.06009323055163958
-0.1546200619007646,0.02498468265385712
-0.3097413462910252,0.04615858767137268
0.2303823761679983,0.05315878992326505
-0.23237220874298803,0.0378393523314263
-0.9393686138712086,0.29886479327054466
-1.1730459128350128,0.24290209202069693
0.37206975514929486,0.11655056141623463
0.0003901256417144105,0.1009372449160656
0.2366993189346452,0.14411040976866787
0.6055971671340593,0.12285122461276154
-0.4679727032344772,0.041093285375281105
-0.09984512893493976,0.05611379492201283
-0.07895983858376791,0.1605941286998814
-0.17894330473355152,0.0734547887415225
0.007496140215178933,0.001123623910818334
0.005112318244352299,0.00073965259665865
0.018670042457139147,-0.01095259297228472
-0.08796664042767205,-0.021802754384902492
0.15973897552532226,-0.01667842297242589
-0.005757407030194719,-0.024790482249861294
0.17412577072967436,-0.056932990317187834
0.3790518116108472,0.00463688736028094
-0.004545020773582664,0.0013837637536280789
-0.9846184602084986,0.1518069876723715
-1.647885474809991,0.3020001901250963
-2.615021358001173,0.4885155527996812
-2.3134786571301205,0.41432225521801785
0.34586700385972613,0.048074341666029335
0.15094388066682712,0.021110727429502187
-0.20797582295321956,0.026643345991038136
-0.09411557288221187,0.014385587606109801
0.0010319200107324264,-0.00011674609225621087
-5.146221644797841e-05,-1.99812924081267e-06
0.17730496464787354,0.025808159548614613
0.1155697377489926,0.02578456623252352
0.12609025860100684,0.036614900511793357
0.05237254346946172,-0.0008999642214484569
-0.5850112858653888,0.015366069447675774
0.2318832547037376,-0.062324799162828855
-0.3938358446314464,-0.024721569213766493
0.4282381859053773,0.0750129214284161
-0.7172047798415493,0.09955588486227931
0.09126761834420097,-0.014203177796525978
1.529713331931526,0.24409617735673614
