ABS_HEADING,G4
0.7289435043333335,0.9053502648062682
0.6527637286666667,0.46459687104565467
0.29556608315,1.0873368037935696
0.48420771293333337,0.7831312958288259
0.44870594744000003,1.0812627584782448
0.24275509622999997,1.1702464964062187
0.4434590732666666,0.9436162614521655
0.30623640436666666,1.1835943654788375
0.7291602591333334,0.4913106375901958
0.8055985079999999,0.8001524942363014
0.4071755913000002,0.9415534094591858
0.54524589,0.41677092044369324
0.3629467489666667,1.0172738759518134
0.5802974047066666,0.612540451760565
0.3436282467333333,0.8446458929935653
0.9543497233333332,0.21024151283718456
0.42122582663333324,0.8237281226962434
0.30312447599333336,0.9441305735504572
0.35312835646666657,0.9968870422529096
0.36933145306333337,1.1951811397289427
0.13063413277933333,1.2137540775829454
0.6601998490666666,1.220119896575303
0.7970388666666666,0.9116005996730998
1.1755561182,0.3444186734981706
0.5346845253666666,1.03154882185774
0.6379204904433333,1.1185705895176572
0.8908779353333334,0.63716746870622
0.8073458127333335,0.9804418813515667
0.4146423948333334,0.9627184982502749
0.36893148589999997,0.9499189868304234
0.3991459609533334,0.8906175886719538
0.8124910197333333,0.6851457639817263
1.4229200453333335,0.04874861233814413
0.4867310621,0.5916523501322315
0.36369462395333335,0.7625452412759647
0.8877721269000002,0.8401669076870273
0.8546591988266665,0.9056583367515074
0.7674312050466667,0.9042051042708376
0.30171598201533334,1.5260708283904167
0.4150519351066667,1.1211386790720472
0.2170561707866667,1.337283450688014
