FOR_VEL,G5
0.7020207149350949,-0.5639741470553501
0.6957626627388764,-0.6789283207410933
0.8162612758708847,-0.2389106105554508
0.08206494863868595,1.219997696893598
0.42567076745383703,-0.463538485098619
0.6511276435080348,-0.6170955958307277
0.015045545075739354,0.9251374871510042
-0.0013729702585180263,0.43347600535098274
-0.03375123259645768,-0.39388183531507076
0.1832801193261581,-0.019458791857989724
0.06228276826122671,0.6447377930854266
0.08404229650692137,0.6602440149579526
-0.027801203552337304,-0.29766156742398736
0.10685571245565503,-0.4805964554848199
0.09833505823697714,0.13910635354762438
0.06009323055163958,-0.05889756629339302
0.02498468265385712,1.066741142678314
0.04615858767137268,-0.4122087474911751
0.05315878992326505,-0.5396095232456269
0.0378393523314263,-0.7375833281436899
0.29886479327054466,-0.40803222716045373
0.24290209202069693,-0.21104343791072402
0.11655056141623463,-0.5507092408939431
0.1009372449160656,-0.5006601245230344
0.14411040976866787,-0.6901757826438343
0.12285122461276154,-0.30395167223797376
0.041093285375281105,-0.16137930077617382
0.05611379492201283,-0.24924090116318257
0.1605941286998814,-0.8255187899858655
0.0734547887415225,0.5350829096410645
0.001123623910818334,0.2540471948246969
0.00073965259665865,-0.8274588485549451
-0.01095259297228472,-0.1777043598675291
-0.021802754384902492,-0.3761105721661281
-0.01667842297242589,0.10178214819445287
-0.024790482249861294,-0.22782346344959126
-0.056932990317187834,-0.46515680612762134
0.00463688736028094,-0.8166775713658745
0.0013837637536280789,-0.18188279704941987
0.1518069876723715,-0.5278252838625543
0.3020001901250963,-0.03178482875899796
0.4885155527996812,-0.664811340725125
0.41432225521801785,-0.05972780407511538
0.048074341666029335,0.41369897407834116
0.021110727429502187,0.5733426351853361
0.026643345991038136,-0.6344113444057248
0.014385587606109801,-0.4398491675112076
-0.00011674609225621087,-0.5091578020139332
-1.99812924081267e-06,-0.28749085783111583
0.025808159548614613,0.8565835100294881
0.02578456623252352,0.5443639655094108
0.036614900511793357,-0.323427610137388
-0.0008999642214484569,-0.4962716005043371
0.015366069447675774,0.32210567685961555
-0.062324799162828855,0.5145626557859773
-0.024721569213766493,-0.24620208003322458
0.0750129214284161,-0.7750505663074644
0.09955588486227931,-0.6917943438107677
-0.014203177796525978,-0.08293026218559707
0.24409617735673614,-0.4202126258521037
