UW_DISP,G4
2.8774811805086937,-0.4266568230377332
2.3361150441564744,-0.3953241018161516
4.009758921077244,0.8176013583176166
2.859167247014156,-0.9509342018505715
3.5019588169594495,0.07288448161351158
3.1071894876396904,0.7238710500072392
2.371766373486,-0.3420417030568633
-0.6780323288046829,-0.4357611435707585
-0.05099230861023244,-0.04219386568970207
1.7269737803666034,0.07386027890119948
-1.6977505355298934,-0.7484137571116584
1.3350589076503159,-0.7164861659238
1.4026388882855017,0.0670730647301826
2.757835081886451,-0.12895552363572585
0.9191818012243209,0.16924050314568295
1.3901406730342083,0.4991250148525303
3.183571569864137,-0.5631403651138189
1.05530511781633,-0.3822033979267394
-0.078452628959242,-0.3236491486477564
-0.06508349676058255,-0.8122393060798783
1.7521522854135245,-0.17996790875158702
2.2663726588912634,-0.40381787913179656
0.5298917246349253,-0.5219284144659415
2.2436694931570154,-0.1679739301957224
2.6479224486777033,-0.21827567033233508
4.522828242832396,0.1285520143611993
4.000090972435877,-0.0957990459386859
-0.17961271746293508,0.27557807193246275
3.6398565690606866,-0.021915847968152057
1.7737345002967206,-0.023280202719011413
3.2827008510868994,0.22144015363936273
0.5279180643044182,-0.540523151550863
-0.20120335834689707,-0.3634314332055432
-4.250063526727794,-0.32271851553326075
-1.7521202567369891,-0.09517376058805843
1.3855990452166196,-0.3502944437636505
1.5886914184101777,-0.019799923714887143
-0.6132192275916021,-0.4820909321688848
-1.4954065756926125,-0.45996535018470874
0.27693165037777207,-0.6532084977234226
0.9032172008447378,0.038532052221653054
-0.359779443293773,-0.49677716015767187
0.7618478734109522,-0.868442466303454
2.9797048182879005,0.21064263044498166
2.6064684374694784,-0.22360504066439643
0.9912137425448299,-0.4794745853097626
0.9538172826492994,-0.567468962443635
2.248706189646102,-0.45932733066852627
2.110922563883294,-0.4890615999157756
0.3256069971090923,-0.6786508720952449
0.9114813524290328,0.5530674780101488
1.7648550009984316,0.17781390898494068
-0.006465482805917525,-0.6661747893991173
-0.11651405628847161,-0.9517186635071114
-0.00046330013536390925,-1.0563537357418777
-0.3460576608119901,-1.160970134018546
2.278953956734838,-0.24122075675369056
0.8455051195311825,-0.10992474268418578
2.169216580687025,0.03304052946025244
-0.408590680991251,-1.1922172925037682
-0.07550298799381999,-0.19515074255608045
-0.5496541370610177,-0.23992794897775016
-0.1434247341805875,-0.003333095209465118
1.4779878447525723,0.10422420386934166
1.290735191664956,-0.8554176238111205
1.5232190291349619,-0.7788153837404255
0.44007964525811394,-0.3015993650942221
0.04330497204745776,-0.4397532750936291
0.0037308807229147925,-0.0785560790827308
-0.8401634294055834,-0.23963529129538375
3.892419864878473,-0.19503954727388145
-0.1772798494172836,-0.30468046993627934
3.8090150755950063,-0.4312856292366177
2.855736141700902,-0.4262681089151665
4.8768610801238585,0.6296044016501883
3.3411383893313946,0.16055706382691737
2.408169033085438,-0.7358523628185428
1.198591440556676,-0.8427915881600812
2.230890316689089,0.32254792693173895
1.204530339869428,0.684143520931025
0.7569079419405761,-0.49288539691151934
-0.7545497628173236,-0.3971031456806572
0.5722922480881837,-0.19981686468555246
-0.2734848557423234,0.3828092992462336
-1.528229308819883,-0.2610787188220656
2.823641120553305,-0.06695187775946301
-4.062597705727305,0.013193372505665085
0.3650157930284123,-0.37591942730444244
2.8812298393095066,0.6791844705769539
2.0734703337576783,-0.46298297008597833
4.6225800878771,0.059578251459452836
-3.385169684658591,-0.24786538462183758
2.555019656583651,0.7769955716082921
1.9340755556284321,-0.09876972867461609
1.35871088308319,-0.22882829406021943
5.367578748326312,-0.2798577090783329
0.3862764813722511,-0.5042620254467278
-0.8452983617346126,-0.3410402328994389
-1.8104040674580757,-0.44444517774888764
3.218010492569731,1.9588412507550093
-0.9422259581115917,-0.8509677805816306
1.9528196425052546,-0.4653289631049441
0.8916763915051992,-0.47866739301088673
2.158565336393849,0.13499582394429344
1.072427438363446,-0.4766641989997581
2.17092175615976,-0.49253642339857695
0.6771370072767734,0.067283593781896
1.3192499535900482,-0.09391381469195967
-0.21975004152465571,-1.1564426816930833
3.410555574606409,-0.738470833329063
2.880573946120574,-0.0039967515905641815
0.25695072913945843,-0.5211589293240635
2.146520623698948,-0.4234771013514829
5.090705154180071,1.493498648174988
2.4786726953636684,-0.6781240827387972
2.8597322650514005,-0.30551969348114544
1.0518586917205859,-0.7536946413291767
2.527804253428104,-0.7101574529652593
3.7948979474327373,-1.0006195345248812
-1.1286562595176983,-0.43168913788776136
-0.9808379602783213,-0.42560100483304614
-0.14580708352161165,-0.3368990847158156
4.217775100633474,-0.4667769685174822
3.945476232740154,-0.1924078170413005
-1.47369188906699,-0.2027912364832908
-2.65327725999975,-0.6830563816079674
-0.15992876061787087,-0.07023539918371283
0.7155413240499754,-0.17761200255097034
1.6745103485376767,-0.22966492914127878
-0.12045357359054482,-1.0733324335028591
-5.055010576812886,-0.8768290388112745
-3.2224845701175084,-0.685663463308165
-0.2583255305638885,0.4868455848158413
4.737899938713251,-0.46831688614693334
-1.1985530552690056,0.6579847410227652
-2.6262416671190594,-0.6380915799352048
0.6556834905856669,-0.38152759142540965
-1.5472178210481387,-0.2578797683076832
-0.9884339392975199,0.3274745187384224
5.340990944845295,-0.4406543653716832
1.8060726733086385,0.5813478199326442
1.518090421461722,-0.2381161320930254
-0.4659507036185154,-0.04228495119113163
