Time,xpos,ypos,ForVel,AngVel,LatVel,Motion,AbsHeading,ForVel_Conv,AngVel_Conv,LatVel_Conv,Motion_Conv,G2_Red_R,G3_Red_R,G4_Red_R,G5_Red_R,G2_Red_L,G3_Red_L,G4_Red_L,G5_Red_L,G2_Green_R,G3_Green_R,G4_Green,G5_Green_R,G2_Green_L,G3_Green_L,G4_Green_L,G5_Green_L,G2_R,G3_R,G4_R,G5_R,G2_L,G3_L,G4_L,G5_L,G2_avg,G3_avg,G4_avg,G5_avg
0.0,0.04833774130590799,0.01333893024412,0.0201051651558494,-0.0678828597342746,-0.0197244170900883,0.07756437379271801,0.8755833333333329,0.00472131149270551,-0.0114864343601064,-0.00209622196673337,0.0130237288694247,912.8631,889.8228,769.5965,740.1276,838.8544,1142.9597,1086.1881,744.8403,756.3095,1399.223,1208.355,728.6936,905.1804,1767.1222,2192.7905,776.8889999999999,0.8285026528074141,1.57247375544884,1.5701149888285602,0.9845513125034109,1.07906735662351,1.54609318246304,2.01879444269367,1.0430276127647802,0.953785004715462,1.55928346895594,1.79445471576112,1.01378946263409
0.1,0.0468924833846711,0.00112583556461112,-0.00233731037838623,0.00991543116604075,0.0137215289578118,0.0753431548531274,0.718578333333333,0.0156911250179336,-0.0480422452400145,-0.0108683423456299,0.0617262802571477,1011.2094,973.8836,844.8751,882.4214,985.6126,1203.0375,1234.8333,917.0325,892.9664,1430.5396,1437.7192,854.3417,1028.0668,1967.1555,2646.7932,881.4316,0.8830677404699759,1.4689020330561102,1.7016943687889499,0.968178808900147,1.04307392174167,1.6351572581902099,2.1434417099053,0.961178147993664,0.963070831105821,1.55202964562316,1.9225680393471203,0.9646784784469059
0.2,-0.261504795158547,-0.00428721620927774,-0.0306639209815634,0.165928589824946,0.0705137545179877,0.18535122738343301,1.383886,0.0148940716568066,-0.0338276327845116,0.00961424756859997,0.200960989286889,1032.1433,977.6992,812.8762,923.9362,985.7711,1197.1361,1256.3916,938.4046,949.8327,1455.9922,1518.2611,907.4818,1091.4761,1928.4569,2530.5818,977.5751,0.92025274009917,1.48920260955517,1.8677642425746999,0.98219097812165,1.10723077598846,1.6108919445332899,2.01416644301028,1.04174158992827,1.01374175804382,1.5500472770442302,1.9409653427924902,1.01196628402496
0.3,-0.585998726579139,0.205843662321167,-0.0120956428887139,0.138025969726716,0.0535607429310263,0.154844953573014,2.5143,-0.0174009738782166,0.167399759668369,0.102603125200899,0.49357266020252505,1036.1268,940.5952,852.9639,877.1321,990.091,1184.8806,1251.8966,969.2097,948.5828,1463.7318,1361.8318,869.4875,1154.0083,1888.9514,2453.032,991.1868,0.9155084107466379,1.5561761318790501,1.59658785090436,0.991284551095553,1.1655578123627,1.5942124463848897,1.95945256181701,1.02267527863165,1.04053311155467,1.5751942891319701,1.7780202063606798,1.0069799148636
0.4,-0.720576818145843,0.48268080057883295,0.00523260517421939,0.104643155994929,0.0560058073070871,0.123620651107897,2.96826,-0.0483139588626246,0.45067994376282794,0.22656038275462304,0.841115292738668,1017.5652,972.8757,831.0856,871.4055,966.4526,1260.8138,1244.3756,901.7361,960.5812,1389.7155,1449.0269,850.2335,1127.182,1819.9083,2329.459,958.5846,0.943999657220982,1.42846151877367,1.7435350823068,0.975703619038439,1.1663086218610201,1.44343938811583,1.87199025760389,1.0630433893020401,1.055154139541,1.43595045344475,1.8077626699553502,1.01937350417024
0.5,-0.687620306031991,0.7421980044913571,0.000104350296130986,0.14556742253675303,0.05609535138821,0.158638641065386,2.4695400000000003,-0.0600210923712207,0.688415630957039,0.336106860532552,1.1178362174448,1091.2526,993.4872,839.5986,886.0125,1001.3139,1174.4569,1177.1515,932.4222,981.5477,1391.8365,1466.7544,932.6572,1235.1584,1776.8429999999998,2275.5544,957.4493,0.899468830589728,1.4009606766951799,1.74697099304358,1.05264564551855,1.23353765487526,1.51290609302053,1.93310240865343,1.02684095252129,1.06650324273249,1.45693338485785,1.84003670084851,1.03974329901992
0.6,-0.581696014059636,0.8627626917955,-0.0090524928082548,0.14426669795172,0.061816401930714006,0.15721353412348402,NaN,-0.0639085311598406,0.8413243565103559,0.404765673234587,1.28848618597299,1068.7395,1004.8215,864.8483,923.2984,972.0098,1211.4097,1198.1927,916.0298,1016.431,1424.6377,1421.485,954.9123,1189.1167,1643.4944,2147.0454,916.1989,0.9510558934146249,1.41780176877187,1.64362351177657,1.03424017630703,1.2233587562594501,1.35667924732648,1.79190325562825,1.00018460098132,1.08720732483704,1.3872405080491699,1.7177633837024098,1.01721238864418
0.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1044.3815,985.2374,895.7657,903.8702,1002.9098,1141.9347,1254.8479,875.8173,972.9813,1434.4467,1420.9679999999998,954.2539999999999,1218.9742,1644.0181,2133.5537,938.1461,0.931633986239703,1.45594016223907,1.58631660042353,1.05574229574114,1.2154375199045802,1.4396778554850802,1.70024885087667,1.07116644076339,1.07353575307214,1.44780900886208,1.6432827256501001,1.06345436825226
0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1030.5604,945.0955,845.808,893.6617,960.1099,1199.7361,1270.7852,883.2003,933.0724,1324.9281,1377.6409,919.533,1074.511,1569.6653,2022.9813,962.207,0.9054029244671149,1.40189864410528,1.62878679322021,1.02894976924713,1.1191541718297,1.30834214290959,1.59191443211646,1.0894550194333001,1.01227854814841,1.35512039350744,1.61035061266833,1.05920239434022
0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1003.204,998.0602,859.6801,958.6207,975.6619,1201.5403,1267.9059,897.0663,911.0277,1276.2858,1313.0072,1008.3223,1057.3169,1550.2736,1927.2349,941.9689,0.9081180896407908,1.2787663509676102,1.52732068591561,1.05184699224626,1.0836919018770699,1.2902385379832901,1.52001414300541,1.05005494019784,0.995904995758933,1.2845024444754498,1.52366741446051,1.05095096622205
