T1,T2
17,18.783
42.75,45.1
49.617,52.283
53.55,55.217
55.7,57.533
84.583,86.483
179.33,181.5
182.25,186.7
194.77,197.77
199.52,201.1
204.48,206.88
211.43,215.07
