TIME,FILTER_VALUE
-4.0,0.035781822180646704
-3.9000000000000004,0.03431448492839393
-3.8000000000000003,0.033905951131831966
-3.7,0.03134519187564044
-3.6,0.027123289758846255
-3.5,0.02164881603330421
-3.4000000000000004,0.01733190947971454
-3.3000000000000003,0.016438217435080015
-3.2,0.017181436850829696
-3.1,0.020680904832382514
-3.0,0.022017888408007304
-2.9000000000000004,0.022376631756256544
-2.8000000000000003,0.023644352775637905
-2.7,0.024749301720542224
-2.6,0.025407827415099556
-2.5,0.026369005467361543
-2.4000000000000004,0.02898577159919632
-2.3000000000000003,0.03173966429380915
-2.2,0.03295284264141638
-2.1,0.032901703296515636
-2.0,0.03366328425029855
-1.9000000000000001,0.03346835194939124
-1.8,0.03379241523276503
-1.7000000000000002,0.03354889581507813
-1.6,0.03449922526434712
-1.5,0.03684066661458952
-1.4000000000000001,0.039886057790835525
-1.3,0.040760763242723444
-1.2000000000000002,0.04491554559163408
-1.1,0.05032274230689939
-1.0,0.056442970196986096
-0.9,0.06160543198052726
-0.8,0.0665239609211504
-0.7000000000000001,0.07141511519293012
-0.6000000000000001,0.07654494624597874
-0.5,0.07592746770735959
-0.4,0.0718395823522992
-0.30000000000000004,0.06634871445854354
-0.2,0.06091485170746939
-0.1,0.05364708473590309
0.0,0.04118759689665464
0.1,0.02583146472157827
0.2,0.011309309303914945
0.30000000000000004,0.0016669300473889466
0.4,-0.0030488490715407245
0.5,-0.004353829251917003
0.6000000000000001,-0.0029081626111698727
0.7000000000000001,-0.001770933534633672
0.8,-0.0010091369167762269
0.9,0.003750646590367896
