TIME,FILTER_VALUE
-4.0,-0.013737081882226233
-3.9000000000000004,-0.00464588443338833
-3.8000000000000003,-0.004286291428960524
-3.7,-0.004383097221263086
-3.6,-0.007286762433133042
-3.5,-0.004503192591169115
-3.4000000000000004,0.000524324981178969
-3.3000000000000003,0.003787574799162707
-3.2,0.003364821942702502
-3.1,0.0008876619240872737
-3.0,0.0019230170039780026
-2.9000000000000004,0.00413541150428488
-2.8000000000000003,0.0006717118040973609
-2.7,-0.0019149099484796724
-2.6,-0.0013002524925783904
-2.5,-0.0006317993218432628
-2.4000000000000004,0.0005060215327351495
-2.3000000000000003,-0.0013684282852095152
-2.2,-0.0018611310278724125
-2.1,-0.0018734141597148304
-2.0,-0.0004472710327363815
-1.9000000000000001,0.0011319371024691314
-1.8,0.0043219630652098755
-1.7000000000000002,0.004209059243520838
-1.6,0.00304460022725789
-1.5,0.0039036984308328396
-1.4000000000000001,0.00629491556190959
-1.3,0.007150582965463525
-1.2000000000000002,0.0049171277833788656
-1.1,0.0035219658139163156
-1.0,0.002277600368342332
-0.9,0.0004332953200748647
-0.8,-0.00212558368612502
-0.7000000000000001,-0.007987002052836544
-0.6000000000000001,-0.01204024970757327
-0.5,-0.015630448332817258
-0.4,-0.017868884155639083
-0.30000000000000004,-0.014896720175296847
-0.2,-0.01265838303683671
-0.1,-0.009870675288591493
0.0,-0.00499323962733929
0.1,-0.0035293651276026693
0.2,-0.003165030980573846
0.30000000000000004,-0.0012444811681741822
0.4,0.00139947884103123
0.5,0.002373756435045649
0.6000000000000001,0.003497683729375204
0.7000000000000001,0.002475026070581935
0.8,-0.00536332077533482
0.9,-0.01574323011005974
