TIME,FILTER_VALUE
-4.0,-0.004749320081165186
-3.9000000000000004,-0.006759720284272482
-3.8000000000000003,-0.003272286894916026
-3.7,-0.0028668344507990218
-3.6,-0.002259499168498081
-3.5,-0.001391675013304148
-3.4000000000000004,-0.0007666598069613608
-3.3000000000000003,-0.001845577216795893
-3.2,-0.003257330114331328
-3.1,0.001475922298320363
-3.0,0.000887830806414297
-2.9000000000000004,-0.0025931959906927123
-2.8000000000000003,0.0005700041278965602
-2.7,-0.0009030294239909638
-2.6,-0.0020611073482064814
-2.5,-0.0021153951362080487
-2.4000000000000004,0.0018118845262262403
-2.3000000000000003,0.007087811880104499
-2.2,0.0067686873525854225
-2.1,0.010982619324822916
-2.0,0.011211023222494516
-1.9000000000000001,0.009111856033991951
-1.8,0.011535801359372428
-1.7000000000000002,0.005051988589820713
-1.6,-0.00012960587694844862
-1.5,-0.0006503019693529516
-1.4000000000000001,0.00032145859274833755
-1.3,0.0023470669911036537
-1.2000000000000002,0.003882714024918642
-1.1,0.005544124236240734
-1.0,0.004432936152336397
-0.9,0.0043754654548862
-0.8,0.0035689703919413148
-0.7000000000000001,-0.0023682960614650095
-0.6000000000000001,-0.0013628272582593053
-0.5,-0.0006322584886330943
-0.4,-0.005605866358593255
-0.30000000000000004,-0.007046278865006381
-0.2,-0.0011928361907049718
-0.1,0.0007682596293676466
0.0,-0.00191456739838271
0.1,-0.0003497532444075225
0.2,0.0013104042151694455
0.30000000000000004,0.0031415581636159476
0.4,0.005390753651107126
0.5,0.009118364633653427
0.6000000000000001,0.003670043572427108
0.7000000000000001,-7.011592902111587e-05
0.8,-0.0017260324199996609
0.9,-0.007368739198583098
