TIME,FILTER_VALUE
-4.0,-0.04712853840490557
-3.9000000000000004,-0.04027927657073617
-3.8000000000000003,-0.03637889430842604
-3.7,-0.033237381180238376
-3.6,-0.03053838669928185
-3.5,-0.029853301184913975
-3.4000000000000004,-0.033010881203586556
-3.3000000000000003,-0.03683745797900737
-3.2,-0.039846527466775354
-3.1,-0.0396955851433998
-3.0,-0.037155161774054944
-2.9000000000000004,-0.034363674531846966
-2.8000000000000003,-0.0324306050373058
-2.7,-0.030181354445967423
-2.6,-0.028449338921456298
-2.5,-0.02873672949869663
-2.4000000000000004,-0.029828302321300376
-2.3000000000000003,-0.03160573550248439
-2.2,-0.031641763155155045
-2.1,-0.0307020045340313
-2.0,-0.027612452086947094
-1.9000000000000001,-0.026467672840273702
-1.8,-0.027264949334920945
-1.7000000000000002,-0.025943608999717333
-1.6,-0.022097799054178312
-1.5,-0.01862865259535309
-1.4000000000000001,-0.017178023700190576
-1.3,-0.017931253415286535
-1.2000000000000002,-0.01840952104028298
-1.1,-0.013895631552948056
-1.0,-0.006010625244407564
-0.9,0.0042257682627546865
-0.8,0.01621820948722984
-0.7000000000000001,0.027226506264099094
-0.6000000000000001,0.0377629245020972
-0.5,0.04526114172145293
-0.4,0.05013833013300343
-0.30000000000000004,0.050566117094405824
-0.2,0.0455737922344785
-0.1,0.03527713927345751
0.0,0.021595819444993124
0.1,0.009791439381177209
0.2,0.0011685071411053072
0.30000000000000004,-0.001833255892521281
0.4,-0.003026528017631527
0.5,-0.005050582284702866
0.6000000000000001,-0.0060063021693589555
0.7000000000000001,-0.005866034243545176
0.8,-0.004936152422365638
0.9,-0.0039714795562825495
