TIME,FILTER_VALUE
-4.0,0.02564218943588675
-3.9000000000000004,0.019010474365147318
-3.8000000000000003,0.019453528334320652
-3.7,0.018850046373509514
-3.6,0.014603647664944075
-3.5,0.014782586761736608
-3.4000000000000004,0.011051943330118122
-3.3000000000000003,0.011367958417757996
-3.2,0.012046391603291115
-3.1,0.013796431245252377
-3.0,0.019172365576664633
-2.9000000000000004,0.021481768848786425
-2.8000000000000003,0.021949635913994354
-2.7,0.01838148012633261
-2.6,0.015396440235383006
-2.5,0.016521604942954023
-2.4000000000000004,0.018855662061489743
-2.3000000000000003,0.020529491150535248
-2.2,0.02060263782688276
-2.1,0.022435444840559895
-2.0,0.020859094911390125
-1.9000000000000001,0.02317475556326688
-1.8,0.023584655949939616
-1.7000000000000002,0.019808656394120234
-1.6,0.024382551944980332
-1.5,0.028588691537552502
-1.4000000000000001,0.031140801893617735
-1.3,0.032995837220869496
-1.2000000000000002,0.03717719305066405
-1.1,0.043615356621706104
-1.0,0.04220951144385995
-0.9,0.03754200837994226
-0.8,0.03343411773490945
-0.7000000000000001,0.032427440738505585
-0.6000000000000001,0.035100965493886686
-0.5,0.03104645068953299
-0.4,0.02412796036702669
-0.30000000000000004,0.018273277510765566
-0.2,0.008158211960156673
-0.1,-0.004469569306678436
0.0,-0.018064832289056768
0.1,-0.021658014471499166
0.2,-0.02659326645035877
0.30000000000000004,-0.032279873767356776
0.4,-0.035618281159798676
0.5,-0.04033476397273608
0.6000000000000001,-0.03947819714140408
0.7000000000000001,-0.0395827606706948
0.8,-0.04336338621515173
0.9,-0.05424562119973161
