FOR_VEL,G4
0.3390481712533788,-0.6971508739701155
0.36540897842401954,-0.5331490890003158
0.5883577494538931,-0.6863748948248368
0.47539290475586293,-0.563500869956033
0.4729785777723246,-0.761320089005887
0.6101472473826787,-0.5480973359598555
0.40326274748306323,-0.703690798617754
0.4621929815819015,0.11367605577222739
0.5750493447128677,-0.053839546303472235
0.4472588514466496,-0.313705879347134
0.3331871536836674,-0.21766353782879316
0.21485668695770005,-0.3067413062589054
0.5291665464385308,-0.23269799622120654
0.3645056540654835,-0.6132226206466757
0.42714455545880037,-0.18035468316236952
0.44702763323902284,-0.6688316544628263
0.3745527360391043,-0.665924303201574
0.15389287871360127,-0.7283930324460485
0.184979677206991,-0.5406108711251513
0.06200952304411036,-0.531137335597448
0.2635789411767883,-0.6268693380049358
0.21960407246535715,-1.0563181526790468
0.24420005826518573,-0.5347948653745429
0.6887195394196367,-0.5409877527184827
0.7005847941969366,-0.5987115652607155
0.6746582386012264,-0.6531061623096044
0.41364787832483857,-0.6239377441813254
0.530508168376853,-0.26030985478275165
0.491734544657548,-0.7464913199542529
0.5450621019647699,-0.3232298065877835
0.905451324275204,-0.5926936082959741
0.55634673384913,-0.5176719000752531
0.3687172310870409,0.015891313454907723
0.4917841732108322,0.23842171043465724
0.37326687549323034,0.4453911728133156
0.22030263348757212,-0.6509541774236545
0.395359943514524,-0.7850495951030766
0.26325938001095456,-0.2862094617852091
0.24564758532442185,0.05583733851056591
0.1722397234980646,-0.3869587712903574
0.5051066503501223,-0.06531637582715241
0.31926080179994815,-0.5065090504078753
0.22607395245086667,-0.36580425910586833
0.7236574077233721,-0.5693525345138352
0.823004369075918,-0.5396684261765772
0.5330487488201744,-0.5356910198176327
0.38716040896072795,-0.35957291111519174
0.41255444081468645,-0.3335077324662299
0.6436340459943624,-0.4055312515030478
0.6240622833739181,-0.2432585290994272
0.20389884425138408,-0.4945881716754373
0.28799912052580784,-0.5316748385675958
-0.003150707117269708,-0.2973364973971916
0.012759821144978,-0.08918093099060526
0.007376549137391764,-0.06937911970417487
0.468302741244334,-0.13442482264130917
0.6605939219110948,-0.4089793358176774
0.6368803972449693,-0.30891039435469214
0.539065575196975,-0.5395246773796728
0.07991216422832158,-0.5788620859958036
0.40716401362273463,-0.37526724752180096
0.4217123164909852,-0.25137551221233123
0.3561744783847726,-0.5282977172600987
0.3495992525142775,-0.6985578428058578
0.28908732852581254,-0.5125668340671892
0.31200738410459566,-0.6491880215100362
0.11455962804990938,-0.42844603889730615
0.08713496068754865,-0.3302181853883088
0.22208135005232335,-0.15812804127120625
0.26006603466095096,-0.38910037289287003
0.6318664931588227,-0.4794257610995498
0.6524737849465052,-0.056164627286726825
0.6172333063859664,-0.5018447377491388
0.6741945471066346,-0.4264679351476455
0.6552516826332762,-0.6675901788989292
0.6557708952508017,-0.5168350748043163
0.5974779203732681,-0.25681816591784806
0.5656504569207982,-0.7426543643902335
0.5503503451439855,-0.6124433072205581
0.5295266229522746,-0.501179788581852
0.4014242673062305,-0.1948472535435412
0.1516118751922393,-0.6917941653127969
0.1403490406353516,-0.916150334370854
0.1814770362197122,-0.5365715437087313
0.4674620993140765,0.15246235301745717
0.43312911391396947,-0.8693600853142653
0.4581532579824036,0.3823560121759159
0.20382489068146423,-0.9498409497349588
0.43995378405243757,-0.5950425919509835
0.33774874803535304,-0.5347431142413303
0.5884252495016151,-0.7114186937595766
0.4406809334100001,0.44289234167979885
0.44099440699455145,-0.5208724005394038
0.5679102310376822,-0.4889903452439842
0.49457710258410087,-0.4431251470193102
0.7729363262078875,-0.5668262053322759
0.49473347469929463,-0.3654515448086325
0.3474700698588864,0.12475041633856421
0.23330635753964077,0.2155483534543532
0.4437853840664211,-0.8067862808271294
0.239585092199645,-0.21695397321535828
0.228480698419382,-0.8462094721150706
0.13472875220307584,-0.8437867198138744
0.5219878203039259,-0.4079641036511082
0.3157629181734083,-0.24869142027957833
0.480286369431326,-0.7875480194883082
0.4581976094696723,-0.37103257664771794
0.4352072874226191,-0.5032903426263721
0.28634817751421815,-0.441475701369498
0.6223633529646906,-0.4965939953290195
0.5504060038017509,-0.381562687154494
0.2969078978591195,-0.284964330691512
0.40508142606448466,-0.5038270982055292
0.7474933384921957,-0.4908663619128392
0.37782163003628916,-0.8377160903804144
0.4288769991121938,-0.4916393555204717
0.49533275247588704,-0.5318902310049465
0.4752562831861264,-0.4058446365368004
0.5014294005005522,-0.797269570599972
0.12309508838415655,0.25221970060153387
0.10765008270609325,0.25837061514678267
0.16227255389148598,-0.49867057636852435
0.5811149227040626,-0.6907566547011624
0.546967963733399,-0.41344806713542576
0.4494782485927729,0.1537315573842244
0.7572613835088982,0.47887402279750896
0.5611342177704237,-0.3757283998993704
0.8903160096519191,0.08367863730969793
0.516423604967117,-0.6028120803058084
0.2456909984187039,-0.6434583592858816
0.6779206577476262,0.4718035568926396
0.5491447989175509,-0.11863841530084354
0.6044096549431156,-0.606423585986027
0.6685147508118134,-0.6843021259691809
0.5280815489446434,-0.05371009893694914
0.3353896507831427,0.2553704617695726
0.23423920720272023,-0.9373830330408682
0.29830946681240933,0.127879633594542
0.3977113123584346,0.12685119031103004
0.8326841705543832,-0.4032366938980672
0.6189525631770915,-0.560297753093332
0.4718737554132059,-0.24343362806198926
0.3780317420147167,-0.37134545698457216
