T1,T2
2.4333,2.7167
4.1833,4.5333
14.217,14.617
17.033,17.383
19.417,19.817
30.35,30.667
32.217,32.417
34.717,35.183
39.517,39.817
43.117,43.5
44.7,44.95
48,48.3
53.217,53.45
61.633,62.083
63.717,64.05
68.233,68.467
79.067,79.45
86.533,86.867
93.85,94.117
104.62,104.98
106.38,106.6
108.95,109.22
110.28,110.73
115.88,116.23
117.93,118.4
126.88,127.15
130.08,130.42
137.53,137.87
138.47,138.77
141.57,141.8
148.4,148.72
152.77,153.1
154.77,155.25
159.32,159.7
161.58,161.93
168.48,168.95
173.02,173.27
175.92,176.2
179.38,179.58
183.82,184.12
186.73,187.17
189.47,189.88
198.97,199.27
200.08,200.47
203.98,204.37
206.32,206.58
212.97,213.2
215.32,215.63
217.62,217.95
224.28,224.65
226.18,226.58
227.17,227.6
228.1,228.48
229.32,229.73
232.9,233.33
236.68,237
239.55,239.87
242.15,242.38
245.3,245.68
247.22,247.42
254.57,254.8
259.72,259.98
266,266.28
268.25,268.72
272.52,272.82
276.33,276.67
285.65,285.93
288.42,288.83
292.27,292.53
294.33,294.73
296.27,296.48
297.33,297.77
