T1,T2
5.9,6.1333
7.45,7.6667
11.067,11.483
15.067,15.467
18.367,18.733
21.583,21.85
25.55,25.983
28.333,28.55
40.683,41.067
43.033,43.467
44.733,45.133
46.267,46.667
48.75,48.967
49.683,49.933
56.883,57.183
65.15,65.5
99.517,99.833
101.35,101.83
104.4,104.72
112,112.27
118.67,119.1
129.52,129.98
132.43,132.68
139.25,139.55
141.42,141.85
150.02,150.37
153.42,153.85
155.4,155.78
158.15,158.38
161.53,161.75
165.65,166.07
167.85,168.18
169.8,170.02
174.1,174.42
200.37,200.67
202.32,202.8
207.37,207.68
213.32,213.78
218.75,219.17
221.15,221.43
228.67,229.07
232.35,232.6
256.27,256.58
260.03,260.27
281.17,281.47
288.9,289.12
297.12,297.5
